Index,Subzone,YEAR_WEEK,SUB_YEAR_WEEK,All_comp,FalseAlarm_comp,Arrest_comp,Cleared_comp,NoContact_comp,NoReport_comp,Resolved_comp,Filed_comp,Calls_comp,BurgAlarm_comp,Suspicious_comp,Shots_comp,Intox_comp,Drugs_comp,Assault_comp,Armed_comp,Disturb_comp,Fireworks_comp,Noise_comp,Stalking_comp,ActualBurg,BurgStatus,BurgStatus2,call_ALL_target,call_Burglary_target,call_ALL,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,call_Armed subject,call_Assault,call_Burglar alarm,call_Burglary,call_Disturbance,call_Domestic,call_FW FIREWORKS,call_Fight,call_Loitering,call_Message delivery,call_Noise complaint,call_Possible drugs present,call_Prowler,call_Public Intoxication,call_Shots fired,call_Special residence patrol,call_Special watch,call_Stalking,call_Suspicious activity,call_Trespassing,call_Vandalism,call_Welfare check,disp_15-ARREST,disp_66-CANCEL,disp_9-VERBAL,disp_ADV-ADVICE GIVEN,disp_AST-ASSIST,disp_CI-CITY CITATION,disp_CLR-CLEARED BY DISPATCH,disp_CM-CIVIL MATTER,disp_COMP,disp_DISR,disp_Disregard,disp_Domestic Violence Report,disp_FA-FALSE ALARM,disp_FD-FOUNDED ALARM,disp_FI-FIELD INTERVIEW,disp_Gone on Arrival,disp_IRT Report,disp_K9 Report,disp_MC-STATE MISD CITATION,disp_MDT-BOLO'D MDT,disp_MSG-MESSAGE DELIVERED,disp_N25-NO CONTACT,disp_NR-NO REPORT,disp_Other,disp_PR-PROPERTY RETURNED,disp_RES-RESOLVED,disp_RF-REPORT FILED,disp_Runaway juvenile (entered NCIC),disp_SAT-SETTLED AMONG SELVES,disp_TES-TEST,disp_TI -TOW IN,disp_Truancy,disp_VA Hospital Alarm (Fire),SqFootage,HousingUnits,Population,Population_Male,Population_Female,Worked,Workers who travel to work,Drove alone to Work,Carpooled to Work,Population_3andover,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Households_earnings,Households_wageorsalaryincome,Households_selfemploymentincome,Households_interest_dividends,Households_SSI,Households_publicassistanceincome,MedianAge_Total,MedianAge_Male,MedianAge_Female,HouseholdIncome_Median,HouseholdIncome_Median_25to44,HouseholdIncome_Median_65andover,HouseholdIncome_Median_45to64,Income_PerCapita
201,ZONE6A,2009_17,2009_17_ZONE6A,22,6,0,0,0,6,0,2,22,2,0,0,2,0,0,0,0,0,8,0,0,0,0,10,1,11,0,0,5,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,193950592.3,393,14516,0.494902177,0.505097823,6997,0.94397599,0.8647992,0.066028298,14188,0.276078376,0.012475331,0.007189174,0.046870595,0.012263885,0.723921624,4359,0.973388392,0.173434274,0.331039229,0.032805689,0.011699931,44,41,45,94733,97535,61745,114009,41097
202,ZONE6B,2009_17,2009_17_ZONE6B,57,21,0,0,9,3,6,3,66,0,15,0,0,3,0,0,0,0,15,0,0,0,0,22,0,18,2,5,1,3,0,2,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,0,71519797.81,119,4503,0.462802576,0.537197424,2370,0.978902954,0.923628692,0.03628692,4367,0.297458209,0.004121823,0.030684681,0.088161209,0.003892833,0.702541791,1313,0.936785986,0.168316832,0.290175171,0.05102818,0.0312262,37,35,40,71232,68334,47214,80335,28154
203,ZONE6C,2009_17,2009_17_ZONE6C,280,8,0,8,24,72,32,48,288,32,40,0,8,0,0,0,32,0,24,0,4,1,1,32,2,34,6,5,6,4,4,2,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,2,0,1,2,0,0,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,2,0,0,0,0,0,3,9,0,0,4,6,0,0,0,0,0,0,83920696.36,176,7759,0.447609228,0.552390772,3688,0.962039046,0.89181128,0.042570499,7608,0.218191377,0.009989485,0.024710831,0.04679285,0.005783386,0.781808623,2492,0.936195827,0.184991974,0.2929374,0.046548957,0.023274478,38,37,40,48009,47873,47555,54849,25295
204,ZONE7B,2009_17,2009_17_ZONE7B,66,10,0,0,10,20,12,4,68,8,8,0,2,2,0,0,6,0,14,0,1,1,0,23,4,32,3,4,10,8,2,3,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,3,1,4,0,0,0,0,7,1,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,5,10,0,0,6,2,0,0,0,0,0,0,71683309.47,227,12162,0.532560434,0.467439566,6062,0.962553613,0.875618608,0.065819861,11851,0.313306894,0.011475825,0.011813349,0.081512109,0.017973167,0.686693106,3969,0.990677753,0.064247921,0.153187201,0.009322247,0.019400353,35,30,37,60729,82933,36029,63865,27667
205,ZONE7C,2009_17,2009_17_ZONE7C,18,6,0,0,0,3,3,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,0,0,2,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,53630347.61,238,8040,0.478233831,0.521766169,3991,0.95013781,0.842144826,0.095965923,7621,0.267418974,0.014958667,0.015089883,0.037265451,0.014171369,0.732581026,2452,0.98776509,0.105628059,0.201060359,0.024469821,0.033849918,36,36,36,79633,85153,51478,89011,30844
206,ZONE7D,2009_17,2009_17_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36142020.32,45,1179,0.489397795,0.510602205,766,0.951697128,0.898172324,0.053524804,1151,0.149435274,0,0.008688097,0.043440487,0.021720243,0.850564726,416,0.949519231,0.194711538,0.274038462,0.019230769,0,45,48,43,78477,79000,68194,97625,37077
207,ZONE1A,2009_18,2009_18_ZONE1A,238,28,0,0,28,91,21,28,245,0,28,7,7,7,7,7,63,0,21,0,0,0,0,25,0,34,5,2,5,8,5,5,3,0,0,0,15,18,0,0,0,0,0,0,0,1,1,4,0,5,5,0,0,1,0,3,1,0,1,1,0,0,0,2,3,2,3,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,1,0,0,1,0,0,4,13,0,0,3,4,0,0,0,0,0,0,21969431.69,77,2866,0.481158409,0.518841591,1097,0.967183227,0.830446673,0.05834093,2763,0.264205574,0.020991676,0,0.031849439,0.027506334,0.735794426,905,0.955801105,0.131491713,0.171270718,0.18121547,0.028729282,33,27,40,25994,31089,43746,27679,16862
208,ZONE1B,2009_18,2009_18_ZONE1B,180,0,0,0,9,27,36,36,216,27,9,0,0,18,0,0,45,0,63,0,3,1,1,30,4,18,0,3,1,4,3,1,3,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,4,4,0,0,0,0,0,0,23308652.29,68,3417,0.575065847,0.424934153,2025,0.984197531,0.680987654,0.225185185,3295,0.301062215,0.008801214,0.004552352,0.181183612,0.040667678,0.698937785,1285,1,0.062256809,0.178210117,0.021789883,0.013229572,37,38,34,52050,47114,81316,55827,22271
209,ZONE1C,2009_18,2009_18_ZONE1C,320,40,20,0,40,50,20,70,350,30,70,0,0,0,0,0,30,0,0,0,0,0,0,32,1,31,3,4,6,1,4,4,4,0,0,0,16,10,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,4,5,0,0,2,7,0,1,0,0,0,0,6501903.903,30,626,0.322683706,0.677316294,317,1,0.807570978,0.164037855,606,0.145214521,0.044554455,0,0.02310231,0,0.854785479,229,1,0.296943231,0.056768559,0.165938865,0.021834061,45,37,46,22150,65078.29167,18068,34792,14181
210,ZONE1D,2009_18,2009_18_ZONE1D,423,72,45,18,45,27,54,72,432,36,18,0,0,18,9,9,45,0,27,0,1,1,0,41,5,46,4,7,6,4,8,6,4,0,0,0,25,14,0,0,0,0,0,0,0,1,1,8,4,3,3,0,1,0,1,2,2,0,0,0,0,1,0,0,1,7,4,0,0,0,0,0,0,2,0,0,0,0,4,8,0,1,2,0,0,0,0,0,5,3,0,0,6,8,0,0,0,0,0,0,130615765.8,182,4522,0.507518797,0.492481203,2366,0.988588335,0.883770076,0.087489434,4358,0.267324461,0.011014227,0.006883892,0.109224415,0.028682882,0.732675539,1657,1,0.042245021,0.166566083,0.064574532,0.050694025,31,28,32,33225,35873,32084,44433,20857
211,ZONE2A,2009_18,2009_18_ZONE2A,56,16,4,0,8,8,4,4,56,0,12,0,0,4,0,0,0,0,8,4,0,0,0,25,3,14,0,2,3,2,1,0,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,67322441.35,75,2891,0.578692494,0.421307506,973,1,0.850976362,0.123329908,2846,0.165846803,0,0.014406184,0.031974701,0.004216444,0.834153197,581,1,0.106712565,0.092943201,0.184165232,0.115318417,38,39,37,45937,50703,27333,54733,22852
212,ZONE2B,2009_18,2009_18_ZONE2B,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65803266.71,66,4049,0.506544826,0.493455174,2079,0.970658971,0.903799904,0.055315055,3893,0.278705369,0.015155407,0.029026458,0.062676599,0.007706139,0.721294631,1107,0.953026197,0.126467931,0.299006323,0.009033424,0,30,32,32,74560,55953,56630,112939,30678
213,ZONE2D,2009_18,2009_18_ZONE2D,5,1,0,0,2,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,1,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,96764839.98,140,5753,0.481661742,0.518338258,2813,0.944543192,0.832918592,0.093138998,5495,0.287352138,0.049135578,0.01910828,0.044585987,0.007825296,0.712647862,1764,0.953514739,0.142857143,0.274376417,0.003968254,0.007936508,34,34,35,71448,74738,63880,75549,27722
214,ZONE3B,2009_18,2009_18_ZONE3B,10,4,0,2,2,2,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,5,0,0,0,1,1,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27419461.49,67,3317,0.464877902,0.535122098,1574,0.986658196,0.874205845,0.09974587,3154,0.312618897,0.033925174,0.014267597,0.046607483,0.026949905,0.687381103,869,0.983889528,0.158803222,0.263521289,0.057537399,0.04027618,34,33,35,82265,93336,74572,76682,25427
215,ZONE3C,2009_18,2009_18_ZONE3C,132,36,6,0,18,36,12,12,132,6,30,0,0,0,0,0,6,0,24,0,0,0,0,20,5,22,2,2,3,2,6,3,2,0,0,0,13,7,0,0,0,0,0,0,0,0,0,6,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,6,0,0,2,2,0,0,0,0,0,0,34888901.65,52,2395,0.503131524,0.496868476,1411,0.956768249,0.881644224,0.065910702,2317,0.252050065,0.017263703,0.008200259,0.031937851,0.007337074,0.747949935,771,1,0.124513619,0.300907912,0.023346304,0,41,38,42,104883,103516,97813,118667,38067
216,ZONE3D,2009_18,2009_18_ZONE3D,42,7,0,0,7,7,7,7,42,7,7,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72762534.68,199,6399,0.470385998,0.529614002,3302,0.949727438,0.833434282,0.068443368,6241,0.331837846,0.014741227,0.00656946,0.173529883,0.011216151,0.668162154,2059,0.964545896,0.123360855,0.199611462,0.05293832,0.02379796,32,32,29,51135,70660,48053,50309,32859
217,ZONE3E,2009_18,2009_18_ZONE3E,624,36,24,12,144,78,72,138,660,114,60,36,24,12,0,0,60,0,138,6,11,1,1,86,11,101,8,10,13,11,17,16,15,0,0,0,58,32,0,0,0,0,0,0,0,0,0,7,18,4,10,0,0,1,1,17,2,1,2,6,0,2,0,10,1,1,7,0,0,0,0,0,1,2,1,0,0,1,4,6,0,0,0,0,0,0,0,0,24,13,2,0,12,23,1,0,0,0,0,0,85087944.85,270,16443,0.488049626,0.511950374,8145,0.975445058,0.805402087,0.095887047,15628,0.558676734,0.012413617,0.003455337,0.406577937,0.020668032,0.441323266,4564,0.976993865,0.095092025,0.132340053,0.035933392,0.038343558,23,23,23,35085,39587,62030,58637,15470
218,ZONE4B,2009_18,2009_18_ZONE4B,15,5,0,0,0,4,1,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,14,2,2,6,2,0,3,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,160548828.8,339,16874,0.485539884,0.514460116,8880,0.961036036,0.840427928,0.105968468,16408,0.317101414,0.013286202,0.031021453,0.066248172,0.016699171,0.682898586,5413,0.962867172,0.111767966,0.143173841,0.036024386,0.015518197,35,33,37,82487,82696,60411,84617,33754
219,ZONE4C,2009_18,2009_18_ZONE4C,52,24,0,0,4,0,4,12,52,0,4,0,0,0,4,0,4,0,0,0,0,0,0,15,0,13,3,1,0,3,3,2,1,0,0,0,7,6,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,178708188.2,380,22203,0.495473585,0.504526415,12294,0.970798764,0.899707174,0.05791443,21055,0.289527428,0.020850154,0.017003087,0.076513892,0.010258846,0.710472572,7223,0.943652222,0.106742351,0.136369929,0.010798837,0.019244081,33,34,31,58654,62253,36146,63319,25579
220,ZONE5A,2009_18,2009_18_ZONE5A,115,20,5,0,5,30,25,10,120,15,0,0,5,0,0,0,5,0,40,0,1,1,0,22,1,21,1,1,2,4,7,2,4,0,0,0,14,7,0,0,0,0,0,0,0,0,0,4,3,1,5,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,6,0,0,5,2,0,0,0,0,0,0,14008567.4,48,2554,0.38449491,0.61550509,1502,0.991344874,0.970039947,0.010652463,2409,0.335408883,0.00788709,0,0.258198423,0.00373599,0.664591117,860,1,0.046511628,0.040697674,0.011627907,0.052325581,24,30,23,34549,46625,15750,38017,16614
221,ZONE5B,2009_18,2009_18_ZONE5B,198,24,12,6,18,6,30,66,198,60,18,0,0,0,0,0,18,0,18,0,5,1,1,46,2,32,2,6,5,7,2,4,4,0,0,0,16,14,0,0,0,0,0,0,0,0,0,5,10,3,5,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,1,0,0,0,0,0,3,1,0,0,5,11,0,0,0,0,0,0,71266466.78,233,9783,0.538485127,0.461514873,4522,0.984298983,0.806501548,0.137107475,9206,0.36019987,0.025092331,0.017054095,0.162176841,0.044318922,0.63980013,3021,0.974180735,0.072823568,0.11386958,0.042370076,0.09632572,27,27,28,29922,37845,29634,47085,17043
222,ZONE5C,2009_18,2009_18_ZONE5C,90,10,0,5,10,25,20,5,95,0,10,10,0,0,0,0,5,0,15,5,0,0,0,11,3,18,0,3,1,4,3,4,2,0,0,0,12,5,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,3,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,5,0,0,4,1,0,0,0,0,0,0,41811770.52,143,3696,0.506222944,0.493777056,1851,0.929227445,0.808752026,0.078876283,3599,0.303695471,0.015282023,0.013337038,0.094748541,0.020283412,0.696304529,1183,0.944209637,0.180896027,0.282333052,0.038038884,0.024513948,36,31,44,50335,50313,34793,65231,35589
223,ZONE5D,2009_18,2009_18_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51888770.74,80,2846,0.505270555,0.494729445,1495,0.985953177,0.914381271,0.04548495,2788,0.321377331,0,0.036585366,0.081420373,0.010043042,0.678622669,771,0.95849546,0.13229572,0.217898833,0.031128405,0,36,32,40,69811,102589,32045,69947,26675
224,ZONE6A,2009_18,2009_18_ZONE6A,20,4,0,0,2,6,0,2,20,2,4,2,0,2,0,0,2,0,2,0,0,0,0,13,0,10,1,3,0,1,1,1,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,193950592.3,393,14516,0.494902177,0.505097823,6997,0.94397599,0.8647992,0.066028298,14188,0.276078376,0.012475331,0.007189174,0.046870595,0.012263885,0.723921624,4359,0.973388392,0.173434274,0.331039229,0.032805689,0.011699931,44,41,45,94733,97535,61745,114009,41097
225,ZONE6B,2009_18,2009_18_ZONE6B,72,24,3,0,3,21,6,3,75,0,21,0,0,3,0,0,3,0,6,0,1,1,0,12,1,22,2,5,4,3,4,2,1,0,0,0,12,9,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,1,7,0,0,2,1,0,0,0,0,0,0,71519797.81,119,4503,0.462802576,0.537197424,2370,0.978902954,0.923628692,0.03628692,4367,0.297458209,0.004121823,0.030684681,0.088161209,0.003892833,0.702541791,1313,0.936785986,0.168316832,0.290175171,0.05102818,0.0312262,37,35,40,71232,68334,47214,80335,28154
226,ZONE6C,2009_18,2009_18_ZONE6C,296,72,8,0,16,80,16,24,320,16,8,0,8,24,0,0,24,0,24,0,0,0,0,39,1,32,3,1,8,5,6,3,4,0,0,0,14,16,0,0,0,0,0,0,0,0,0,9,2,2,8,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,2,10,0,0,2,3,0,0,0,0,0,0,83920696.36,176,7759,0.447609228,0.552390772,3688,0.962039046,0.89181128,0.042570499,7608,0.218191377,0.009989485,0.024710831,0.04679285,0.005783386,0.781808623,2492,0.936195827,0.184991974,0.2929374,0.046548957,0.023274478,38,37,40,48009,47873,47555,54849,25295
227,ZONE7B,2009_18,2009_18_ZONE7B,46,6,0,0,4,14,6,10,50,8,8,2,0,0,4,0,2,0,6,2,1,1,0,28,3,23,2,6,2,0,7,2,1,0,0,0,16,4,0,0,0,0,0,0,0,0,2,3,4,1,1,0,0,0,1,3,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,7,0,0,3,5,0,0,0,0,0,0,71683309.47,227,12162,0.532560434,0.467439566,6062,0.962553613,0.875618608,0.065819861,11851,0.313306894,0.011475825,0.011813349,0.081512109,0.017973167,0.686693106,3969,0.990677753,0.064247921,0.153187201,0.009322247,0.019400353,35,30,37,60729,82933,36029,63865,27667
228,ZONE7C,2009_18,2009_18_ZONE7C,27,6,0,3,3,6,0,6,27,9,3,0,0,0,0,0,0,0,0,0,1,1,0,5,0,9,2,2,2,1,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,53630347.61,238,8040,0.478233831,0.521766169,3991,0.95013781,0.842144826,0.095965923,7621,0.267418974,0.014958667,0.015089883,0.037265451,0.014171369,0.732581026,2452,0.98776509,0.105628059,0.201060359,0.024469821,0.033849918,36,36,36,79633,85153,51478,89011,30844
229,ZONE7D,2009_18,2009_18_ZONE7D,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36142020.32,45,1179,0.489397795,0.510602205,766,0.951697128,0.898172324,0.053524804,1151,0.149435274,0,0.008688097,0.043440487,0.021720243,0.850564726,416,0.949519231,0.194711538,0.274038462,0.019230769,0,45,48,43,78477,79000,68194,97625,37077
230,ZONE1A,2009_19,2009_19_ZONE1A,175,63,14,0,42,14,21,7,175,0,14,7,14,7,7,0,14,0,7,0,0,0,0,23,2,25,5,5,2,4,4,1,2,0,0,0,0,23,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,6,2,0,0,3,1,0,0,0,0,0,0,21969431.69,77,2866,0.481158409,0.518841591,1097,0.967183227,0.830446673,0.05834093,2763,0.264205574,0.020991676,0,0.031849439,0.027506334,0.735794426,905,0.955801105,0.131491713,0.171270718,0.18121547,0.028729282,33,27,40,25994,31089,43746,27679,16862
231,ZONE1B,2009_19,2009_19_ZONE1B,297,27,9,0,54,45,18,63,324,45,45,36,9,0,9,0,27,0,45,0,4,1,1,22,3,30,2,3,6,1,6,4,2,0,0,0,0,24,0,0,0,0,0,0,0,0,1,3,4,0,2,0,0,0,0,3,0,0,1,2,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,6,5,0,0,2,7,0,0,0,0,0,0,23308652.29,68,3417,0.575065847,0.424934153,2025,0.984197531,0.680987654,0.225185185,3295,0.301062215,0.008801214,0.004552352,0.181183612,0.040667678,0.698937785,1285,1,0.062256809,0.178210117,0.021789883,0.013229572,37,38,34,52050,47114,81316,55827,22271
232,ZONE1C,2009_19,2009_19_ZONE1C,320,50,30,10,30,80,20,40,320,10,30,30,0,0,10,10,30,0,20,0,0,0,0,26,1,32,7,3,4,2,5,4,3,0,0,0,0,28,0,0,0,0,0,0,0,1,1,5,1,2,6,0,1,1,0,1,0,0,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,1,2,0,0,0,0,0,3,8,0,0,2,4,0,0,0,0,0,0,6501903.903,30,626,0.322683706,0.677316294,317,1,0.807570978,0.164037855,606,0.145214521,0.044554455,0,0.02310231,0,0.854785479,229,1,0.296943231,0.056768559,0.165938865,0.021834061,45,37,46,22150,65078.29167,18068,34792,14181
233,ZONE1D,2009_19,2009_19_ZONE1D,396,45,9,0,27,81,54,63,414,45,36,9,9,0,0,9,72,0,36,0,3,1,1,32,0,41,10,5,4,4,8,5,5,0,0,0,0,41,0,0,0,0,0,0,0,1,0,5,5,7,6,0,0,0,1,4,0,0,1,1,0,0,0,4,1,4,1,0,0,0,0,0,0,0,3,2,0,0,4,5,0,0,1,0,0,0,0,1,3,9,0,0,6,7,0,0,0,0,0,0,130615765.8,182,4522,0.507518797,0.492481203,2366,0.988588335,0.883770076,0.087489434,4358,0.267324461,0.011014227,0.006883892,0.109224415,0.028682882,0.732675539,1657,1,0.042245021,0.166566083,0.064574532,0.050694025,31,28,32,33225,35873,32084,44433,20857
234,ZONE2A,2009_19,2009_19_ZONE2A,104,32,0,0,8,20,16,8,104,12,4,0,4,0,0,0,4,0,0,0,0,0,0,21,4,25,2,1,6,6,4,3,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,3,1,5,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,2,0,0,0,0,0,2,5,0,0,4,2,0,0,0,0,0,0,67322441.35,75,2891,0.578692494,0.421307506,973,1,0.850976362,0.123329908,2846,0.165846803,0,0.014406184,0.031974701,0.004216444,0.834153197,581,1,0.106712565,0.092943201,0.184165232,0.115318417,38,39,37,45937,50703,27333,54733,22852
235,ZONE2B,2009_19,2009_19_ZONE2B,3,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65803266.71,66,4049,0.506544826,0.493455174,2079,0.970658971,0.903799904,0.055315055,3893,0.278705369,0.015155407,0.029026458,0.062676599,0.007706139,0.721294631,1107,0.953026197,0.126467931,0.299006323,0.009033424,0,30,32,32,74560,55953,56630,112939,30678
