SUB_YEAR_WEEK,SUB_YEAR_WEEK_target,call_ALL_target,call_Burglary_target,WEEK,MONTH,YEAR,call_ALL,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,call_Armed subject,call_Assault,call_Burglar alarm,call_Burglary,call_Disturbance,call_Domestic,call_FW FIREWORKS,call_Fight,call_Loitering,call_Message delivery,call_Noise complaint,call_Possible drugs present,call_Prowler,call_Public Intoxication,call_Shots fired,call_Special residence patrol,call_Special watch,call_Stalking,call_Suspicious activity,call_Trespassing,call_Vandalism,call_Welfare check,disp_15-ARREST,disp_66-CANCEL,disp_9-VERBAL,disp_ADV-ADVICE GIVEN,disp_AST-ASSIST,disp_CI-CITY CITATION,disp_CLR-CLEARED BY DISPATCH,disp_CM-CIVIL MATTER,disp_COMP,disp_DISR,disp_Disregard,disp_Domestic Violence Report,disp_FA-FALSE ALARM,disp_FD-FOUNDED ALARM,disp_FI-FIELD INTERVIEW,disp_Gone on Arrival,disp_IRT Report,disp_K9 Report,disp_MC-STATE MISD CITATION,disp_MDT-BOLO'D MDT,disp_MSG-MESSAGE DELIVERED,disp_N25-NO CONTACT,disp_NR-NO REPORT,disp_Other,disp_PR-PROPERTY RETURNED,disp_RES-RESOLVED,disp_RF-REPORT FILED,disp_Runaway juvenile (entered NCIC),disp_SAT-SETTLED AMONG SELVES,disp_TES-TEST,disp_TI -TOW IN,disp_Truancy,disp_VA Hospital Alarm (Fire)
2009_38_ZONE7B,2009_39_ZONE7B,32,3,38,9,2009,31,5,4,7,4,3,2,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,7,1,0,5,0,0,0,0,3,0,1,1,0,0,1,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,3,3,0,0,8,2,0,0,0,0,0,0
2009_38_ZONE2A,2009_39_ZONE2A,15,2,38,9,2009,21,5,4,1,2,3,1,5,0,0,0,0,0,0,0,0,21,0,0,0,1,0,2,2,4,2,0,4,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,5,0,0,4,4,0,0,0,0,0,0
2009_38_ZONE6C,2009_39_ZONE6C,29,3,38,9,2009,25,1,4,5,3,3,4,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,6,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,0,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,0,0,4,2,0,0,0,0,0,0
2009_38_ZONE3D,2009_39_ZONE3D,8,1,38,9,2009,7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
2009_38_ZONE2B,2009_39_ZONE2B,1,0,38,9,2009,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2009_38_ZONE5C,2009_39_ZONE5C,11,5,38,9,2009,12,2,0,1,1,4,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0
2009_38_ZONE3B,2009_39_ZONE3B,3,1,38,9,2009,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009_39_ZONE6C,2009_40_ZONE6C,24,1,39,9,2009,29,2,7,3,4,4,2,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,6,3,2,5,0,0,0,0,2,0,2,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,2,6,0,0,6,5,0,0,0,0,0,0
2009_39_ZONE1D,2009_40_ZONE1D,38,3,39,9,2009,39,4,4,4,7,9,4,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,8,1,3,1,0,1,0,1,6,0,0,1,0,0,2,0,7,2,3,0,0,0,0,1,0,0,2,0,0,0,0,2,6,0,0,3,0,0,1,0,0,4,7,1,0,7,2,0,0,0,0,0,0
2009_39_ZONE1A,2009_40_ZONE1A,23,1,39,9,2009,23,5,1,0,6,3,2,3,0,0,0,0,0,0,0,0,20,0,0,0,1,0,2,1,1,5,0,0,0,0,2,0,0,0,2,0,1,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,0,0
2009_39_ZONE6B,2009_40_ZONE6B,14,0,39,9,2009,23,2,1,10,2,2,3,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,2,8,0,0,0,0,0,0
2009_39_ZONE2A,2009_40_ZONE2A,15,1,39,9,2009,15,3,4,1,3,1,1,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,3,4,0,0,0,0,0,0
2009_39_ZONE1B,2009_40_ZONE1B,18,1,39,9,2009,24,6,3,0,2,5,3,1,0,0,0,0,0,0,0,0,20,0,0,0,0,1,3,2,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,2,3,0,0,0,0,0,0
2009_39_ZONE1C,2009_40_ZONE1C,27,1,39,9,2009,34,5,3,5,4,3,4,4,0,0,0,0,0,0,0,0,28,0,0,0,0,1,3,2,2,7,0,0,0,0,2,0,1,0,2,0,2,0,2,0,3,1,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0,0,2,8,1,0,3,6,0,0,0,0,0,0
2009_39_ZONE3E,2009_40_ZONE3E,83,7,39,9,2009,75,7,6,15,20,9,1,12,0,0,0,0,0,0,0,0,70,0,0,0,2,1,7,11,2,12,0,2,0,1,17,1,0,0,0,0,1,0,6,2,3,2,0,0,0,0,0,3,4,1,0,0,0,2,5,0,0,1,0,0,0,0,0,10,16,0,0,11,17,0,0,0,0,0,0
2009_39_ZONE5B,2009_40_ZONE5B,32,4,39,9,2009,38,3,5,6,11,5,4,4,0,0,0,0,0,0,0,0,38,0,0,0,0,1,5,3,0,7,0,2,0,1,0,1,1,0,3,0,4,0,5,0,3,2,0,0,0,1,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,8,7,0,0,5,7,0,0,0,0,0,0
2009_39_ZONE7B,2009_40_ZONE7B,34,3,39,9,2009,32,4,5,3,2,5,7,5,0,0,0,0,0,0,0,0,31,0,0,0,0,1,7,3,0,5,0,1,0,2,1,0,0,2,0,0,2,0,1,1,0,5,0,0,0,0,0,0,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,5,4,0,0,7,4,0,0,0,0,0,0
2009_39_ZONE5C,2009_40_ZONE5C,7,0,39,9,2009,11,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0
2009_39_ZONE4C,2009_40_ZONE4C,20,1,39,9,2009,18,1,3,2,3,3,3,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0
2009_39_ZONE4B,2009_40_ZONE4B,9,1,39,9,2009,11,3,1,2,4,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0
2009_39_ZONE5A,2009_40_ZONE5A,16,0,39,9,2009,13,3,0,2,1,2,1,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,1,0,4,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0
2009_39_ZONE6A,2009_40_ZONE6A,15,1,39,9,2009,16,0,0,4,3,3,4,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,3,0,0,3,1,0,0,0,0,0,0
2009_39_ZONE3C,2009_40_ZONE3C,15,3,39,9,2009,21,11,0,3,2,0,3,2,0,0,0,0,0,0,0,0,21,0,0,0,0,2,11,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,2,2,0,0,1,5,0,0,0,0,0,0
2009_39_ZONE3B,2009_40_ZONE3B,3,1,39,9,2009,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_39_ZONE7C,2009_40_ZONE7C,5,0,39,9,2009,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2009_39_ZONE3D,2009_40_ZONE3D,11,0,39,9,2009,8,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
2009_39_ZONE2D,2009_40_ZONE2D,4,3,39,9,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_39_ZONE2B,2009_40_ZONE2B,1,0,39,9,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009_40_ZONE1B,2009_41_ZONE1B,32,7,40,9,2009,18,2,2,0,4,4,2,5,0,0,0,0,0,0,0,0,9,10,0,0,2,0,3,1,0,1,0,0,0,0,4,1,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0,0,3,2,0,0,4,3,0,0,0,0,0,0
2009_40_ZONE1D,2009_41_ZONE1D,27,2,40,9,2009,38,8,5,6,2,8,9,2,0,0,0,0,0,0,0,0,16,24,0,0,1,1,6,3,4,4,0,1,0,5,4,0,0,0,0,0,2,0,4,1,1,3,0,0,0,0,0,1,4,0,1,0,0,1,5,0,0,0,0,0,0,0,1,6,8,0,0,6,7,0,0,0,0,0,0
2009_40_ZONE6B,2009_41_ZONE6B,11,1,40,9,2009,14,3,3,1,1,0,2,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,7,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0
2009_40_ZONE3E,2009_41_ZONE3E,86,8,40,9,2009,83,12,10,13,13,7,13,7,0,0,0,0,0,0,0,0,30,45,0,0,0,2,4,7,1,13,0,3,0,0,17,1,0,0,1,0,2,0,10,3,6,5,0,0,0,0,0,0,1,0,0,0,1,5,5,0,0,2,0,0,1,0,0,9,19,1,0,14,17,0,0,0,0,0,0
2009_40_ZONE1C,2009_41_ZONE1C,32,2,40,9,2009,27,8,4,5,4,1,4,1,0,0,0,0,0,0,0,0,9,18,0,0,0,1,5,1,1,7,0,0,0,0,1,1,0,1,0,0,0,0,5,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,6,0,0,5,4,0,0,0,0,0,0
2009_40_ZONE3D,2009_41_ZONE3D,19,4,40,9,2009,11,1,4,1,1,1,1,2,0,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0
2009_40_ZONE6C,2009_41_ZONE6C,33,7,40,9,2009,24,4,4,6,0,3,3,3,0,0,0,0,0,0,0,0,10,13,0,0,0,0,3,1,0,2,0,0,0,2,1,0,0,1,0,0,1,0,4,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,4,3,0,0,6,4,0,0,0,0,0,0
2009_40_ZONE3C,2009_41_ZONE3C,16,2,40,9,2009,15,3,1,1,5,1,1,2,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,3,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0
2009_40_ZONE4C,2009_41_ZONE4C,18,1,40,9,2009,20,2,3,5,1,2,5,1,0,0,0,0,0,0,0,0,9,10,0,0,0,1,6,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,1,0,0,4,4,0,0,0,0,0,0
2009_40_ZONE5C,2009_41_ZONE5C,11,0,40,9,2009,7,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2009_40_ZONE5B,2009_41_ZONE5B,41,4,40,9,2009,32,7,1,5,7,2,4,3,0,0,0,0,0,0,0,0,8,21,0,0,0,0,1,4,0,4,0,0,0,1,9,1,0,1,1,0,2,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,5,6,0,0,6,5,0,0,0,0,0,0
2009_40_ZONE5A,2009_41_ZONE5A,15,2,40,9,2009,16,4,1,2,3,3,1,2,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,2,2,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0
2009_40_ZONE6A,2009_41_ZONE6A,21,2,40,9,2009,15,0,2,4,3,4,2,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0
2009_40_ZONE7B,2009_41_ZONE7B,25,5,40,9,2009,34,4,2,8,3,5,5,7,0,0,0,0,0,0,0,0,14,20,0,0,0,0,3,3,1,8,0,0,0,1,6,1,0,1,0,0,1,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,2,0,0,0,0,0,5,4,0,0,7,8,0,0,0,0,0,0
2009_40_ZONE1A,2009_41_ZONE1A,34,0,40,9,2009,23,5,0,6,4,2,2,3,0,0,0,0,0,0,0,0,5,17,0,0,0,0,1,1,1,5,0,0,0,0,1,1,0,3,0,1,1,0,3,3,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0
2009_40_ZONE2A,2009_41_ZONE2A,19,2,40,9,2009,15,2,0,0,2,4,4,5,0,0,0,0,0,0,0,0,9,8,0,0,0,0,2,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,3,0,0,1,6,0,0,0,0,0,0
2009_40_ZONE3B,2009_41_ZONE3B,2,0,40,9,2009,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009_40_ZONE4B,2009_41_ZONE4B,9,1,40,9,2009,9,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
2009_40_ZONE7C,2009_41_ZONE7C,9,0,40,10,2009,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2009_40_ZONE2B,2009_41_ZONE2B,1,0,40,10,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009_41_ZONE3D,2009_42_ZONE3D,12,1,41,10,2009,19,2,6,1,3,2,2,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,4,0,1,0,0,0,0,4,0,0,0,1,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,5,0,0,1,2,0,0,0,0,0,0
2009_41_ZONE1B,2009_42_ZONE1B,15,2,41,10,2009,32,5,3,6,5,6,4,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1,7,0,3,0,0,0,0,6,0,1,1,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,6,9,0,0,4,9,0,0,0,0,0,0
2009_41_ZONE3E,2009_42_ZONE3E,73,15,41,10,2009,86,17,10,8,18,16,6,6,0,0,0,0,0,0,0,0,0,81,0,0,1,0,9,8,1,11,0,3,0,2,20,1,1,1,3,0,2,0,7,0,6,5,0,0,0,0,0,1,2,2,3,0,0,4,6,1,1,2,0,0,0,0,1,12,11,1,0,23,11,0,0,0,0,0,0
2009_41_ZONE7B,2009_42_ZONE7B,29,4,41,10,2009,25,2,1,4,6,3,9,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,7,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,5,4,0,0,3,6,0,0,0,0,0,0
2009_41_ZONE6B,2009_42_ZONE6B,14,0,41,10,2009,11,1,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0
2009_41_ZONE4C,2009_42_ZONE4C,12,2,41,10,2009,18,2,1,1,2,5,3,4,0,0,0,0,0,0,0,0,0,18,0,0,1,0,5,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,1,6,0,0,2,1,0,0,0,0,0,0
2009_41_ZONE6C,2009_42_ZONE6C,39,2,41,10,2009,33,1,5,4,5,3,6,7,0,0,0,0,0,0,0,0,0,31,0,0,0,0,9,7,0,1,0,1,0,1,1,1,0,1,1,1,0,0,4,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,5,6,0,0,4,5,0,0,0,0,0,0
2009_41_ZONE3C,2009_42_ZONE3C,20,0,41,10,2009,16,1,1,6,5,1,0,2,0,0,0,0,0,0,0,0,0,16,0,0,1,0,3,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,1,0,0,3,3,0,0,0,0,0,0
2009_41_ZONE2B,2009_42_ZONE2B,8,0,41,10,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_41_ZONE5A,2009_42_ZONE5A,18,1,41,10,2009,15,2,1,2,3,6,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,2,1,3,0,1,0,0,3,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0
2009_41_ZONE5B,2009_42_ZONE5B,33,4,41,10,2009,41,5,5,6,10,7,4,4,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,4,4,10,0,1,0,1,5,2,0,0,0,0,2,0,6,1,0,4,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,9,10,0,0,7,8,0,0,0,0,0,0
2009_41_ZONE1D,2009_42_ZONE1D,21,1,41,10,2009,27,7,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,24,0,0,0,1,3,2,0,4,0,2,0,2,0,0,0,1,1,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,1,5,4,0,0,2,4,0,0,0,0,0,0
2009_41_ZONE1C,2009_42_ZONE1C,24,3,41,10,2009,32,8,1,4,3,6,4,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2,2,1,6,0,0,0,1,0,2,0,0,0,0,3,0,1,0,2,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,0,0,6,11,0,0,0,0,0,0
2009_41_ZONE6A,2009_42_ZONE6A,13,3,41,10,2009,21,3,8,1,1,0,3,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0
2009_41_ZONE4B,2009_42_ZONE4B,17,0,41,10,2009,9,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2009_41_ZONE2A,2009_42_ZONE2A,13,6,41,10,2009,19,2,2,3,3,2,1,3,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,1,0,0,0,0,0,0
2009_41_ZONE7C,2009_42_ZONE7C,6,2,41,10,2009,9,0,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
2009_41_ZONE5C,2009_42_ZONE5C,14,0,41,10,2009,11,2,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0
2009_41_ZONE1A,2009_42_ZONE1A,39,2,41,10,2009,34,3,1,5,9,8,3,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,5,0,2,4,0,2,0,0,5,1,0,2,1,0,1,0,4,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,5,7,0,0,7,4,0,0,0,0,0,0
2009_41_ZONE3B,2009_42_ZONE3B,3,1,41,10,2009,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_42_ZONE3E,2009_43_ZONE3E,89,5,42,10,2009,73,15,6,13,10,10,7,10,0,0,0,0,0,0,0,0,0,71,0,0,0,3,2,15,3,15,0,0,0,3,14,1,0,2,0,0,0,0,7,2,1,3,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,11,16,0,0,16,18,0,0,0,0,0,0
2009_42_ZONE1C,2009_43_ZONE1C,42,3,42,10,2009,24,4,5,1,2,6,1,6,0,0,0,0,0,0,0,0,0,25,0,0,0,1,4,3,1,10,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,0,1,0,0,0,0,0,1,8,0,0,0,6,0,0,0,0,0,0
2009_42_ZONE6C,2009_43_ZONE6C,33,5,42,10,2009,39,7,6,3,7,5,6,5,0,0,0,0,0,0,0,0,0,39,0,0,0,0,8,2,0,3,0,0,0,0,2,1,1,2,0,2,3,0,6,1,2,6,0,0,0,0,0,1,5,0,1,0,0,3,8,0,0,1,0,0,0,0,0,8,3,0,0,5,4,0,0,0,0,0,0
