SUB_YEAR_WEEK,SUB_YEAR_WEEK_target,call_ALL_target,call_Burglary_target,WEEK,MONTH,YEAR,call_ALL,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,call_Armed subject,call_Assault,call_Burglar alarm,call_Burglary,call_Disturbance,call_Domestic,call_FW FIREWORKS,call_Fight,call_Loitering,call_Message delivery,call_Noise complaint,call_Possible drugs present,call_Prowler,call_Public Intoxication,call_Shots fired,call_Special residence patrol,call_Special watch,call_Stalking,call_Suspicious activity,call_Trespassing,call_Vandalism,call_Welfare check,disp_15-ARREST,disp_66-CANCEL,disp_9-VERBAL,disp_ADV-ADVICE GIVEN,disp_AST-ASSIST,disp_CI-CITY CITATION,disp_CLR-CLEARED BY DISPATCH,disp_CM-CIVIL MATTER,disp_COMP,disp_DISR,disp_Disregard,disp_Domestic Violence Report,disp_FA-FALSE ALARM,disp_FD-FOUNDED ALARM,disp_FI-FIELD INTERVIEW,disp_Gone on Arrival,disp_IRT Report,disp_K9 Report,disp_MC-STATE MISD CITATION,disp_MDT-BOLO'D MDT,disp_MSG-MESSAGE DELIVERED,disp_N25-NO CONTACT,disp_NR-NO REPORT,disp_Other,disp_PR-PROPERTY RETURNED,disp_RES-RESOLVED,disp_RF-REPORT FILED,disp_Runaway juvenile (entered NCIC),disp_SAT-SETTLED AMONG SELVES,disp_TES-TEST,disp_TI -TOW IN,disp_Truancy,disp_VA Hospital Alarm (Fire)
2015_2_ZONE7B,2015_3_ZONE7B,31,1,2,1,2015,27,4,5,3,6,2,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,9,0,0,0,0,3,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,1,5,8,0,0,4,0,0,0,0,0,0,0
2015_2_ZONE3B,2015_3_ZONE3B,4,0,2,1,2015,7,0,2,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
2015_2_ZONE7C,2015_3_ZONE7C,17,0,2,1,2015,11,3,2,1,4,1,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
2015_2_ZONE1C,2015_3_ZONE1C,25,1,2,1,2015,31,2,5,7,7,1,14,5,41,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,8,0,0,0,0,1,0,0,2,0,0,3,0,13,0,3,1,4,1,0,0,4,0,1,0,1,0,0,3,3,0,0,0,1,2,0,1,0,2,6,0,0,2,9,0,0,0,1,0,0
2015_2_ZONE6B,2015_3_ZONE6B,21,2,2,1,2015,6,0,1,1,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2015_2_ZONE2A,2015_3_ZONE2A,16,0,2,1,2015,28,5,4,3,5,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,10,1,0,0,1,4,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,4,0,0,4,4,0,0,0,0,0,0
2015_2_ZONE1B,2015_3_ZONE1B,20,0,2,1,2015,26,3,6,2,7,0,3,7,28,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,7,0,0,0,0,1,0,0,0,0,0,5,0,4,2,1,1,2,0,0,1,1,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,11,0,0,2,1,0,0,0,0,0,0
2015_2_ZONE6A,2015_3_ZONE6A,15,0,2,1,2015,15,2,2,3,0,2,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0
2015_2_ZONE2D,2015_3_ZONE2D,6,0,2,1,2015,7,5,2,0,2,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2015_2_ZONE4C,2015_3_ZONE4C,25,1,2,1,2015,33,3,1,8,8,7,2,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,3,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,5,2,1,0,1,1,0,1,0,1,0,0,1,9,0,0,0,0,0,1,0,0,5,3,0,0,8,0,0,0,0,0,0,0
2015_2_ZONE6C,2015_3_ZONE6C,24,0,2,1,2015,31,4,3,4,11,3,1,6,32,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,4,0,0,0,1,1,0,0,1,0,0,3,0,3,0,0,4,2,0,0,1,3,0,1,0,0,0,0,2,10,0,0,0,0,0,0,0,1,1,4,0,0,4,3,0,0,0,0,0,0
2015_2_ZONE4B,2015_3_ZONE4B,26,1,2,1,2015,19,5,2,2,1,3,2,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5,5,1,2,0,1,0,2,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,2,0,0,2,3,0,0,0,0,0,0
2015_2_ZONE7D,2015_3_ZONE7D,7,0,2,1,2015,8,1,0,0,0,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
2015_2_ZONE1A,2015_3_ZONE1A,23,0,2,1,2015,14,1,0,4,2,5,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,3,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,2,1,0,0,0,0,0,0
2015_2_ZONE3D,2015_3_ZONE3D,10,1,2,1,2015,12,0,0,5,4,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0
2015_3_ZONE3E,2015_4_ZONE3E,76,7,3,1,2015,83,7,9,16,22,13,7,6,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,23,0,0,0,5,6,2,0,0,2,0,11,0,7,3,0,7,6,1,0,4,5,0,5,0,1,0,0,7,0,0,0,1,0,0,2,1,1,15,13,1,0,7,10,0,0,0,0,0,0
2015_3_ZONE4C,2015_4_ZONE4C,25,0,3,1,2015,25,2,4,5,4,3,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0,3,2,2,5,1,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,2,5,0,0,6,3,0,0,0,0,0,0
2015_3_ZONE2A,2015_4_ZONE2A,16,0,3,1,2015,16,2,2,2,2,2,4,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,3,1,0,1,0,0,0,0
2015_3_ZONE1B,2015_4_ZONE1B,27,3,3,1,2015,20,1,5,2,4,1,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,1,0,2,0,8,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,4,0,0,3,0,0,0,0,0,0,0
2015_3_ZONE1C,2015_4_ZONE1C,16,0,3,1,2015,25,3,2,7,3,7,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,8,0,1,6,0,1,0,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,0,7,5,0,0,1,4,0,0,0,0,0,0
2015_3_ZONE5A,2015_4_ZONE5A,27,3,3,1,2015,32,3,4,6,1,3,8,8,33,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,1,3,3,0,0,0,0,0,8,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,8,8,0,0,4,0,0,0,0,0,0,0
2015_3_ZONE7B,2015_4_ZONE7B,25,0,3,1,2015,31,11,4,2,3,8,3,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,0,0,1,2,2,0,0,0,1,0,1,0,7,1,0,5,5,0,0,1,4,0,1,0,0,0,0,3,4,1,0,1,1,0,0,0,0,7,3,0,0,4,1,0,0,0,0,0,0
2015_3_ZONE7C,2015_4_ZONE7C,23,0,3,1,2015,17,2,3,8,1,1,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,1,0,0,0,0,0,4,0,5,0,0,2,0,0,0,0,3,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,0,0,0,0
2015_3_ZONE5B,2015_4_ZONE5B,19,2,3,1,2015,43,6,8,8,5,7,5,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,0,0,0,3,3,3,0,0,1,0,5,0,10,2,3,2,1,0,0,4,3,0,3,1,0,0,0,1,1,0,0,0,0,0,3,2,1,7,7,0,0,6,5,0,0,0,0,0,0
2015_3_ZONE5C,2015_4_ZONE5C,8,0,3,1,2015,16,0,5,0,2,1,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,6,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,4,2,0,0,0,0,0,0
2015_3_ZONE1D,2015_4_ZONE1D,27,0,3,1,2015,34,3,2,9,4,6,4,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,1,5,0,0,1,0,0,1,0,9,0,0,6,0,0,0,1,2,0,1,0,0,0,0,1,8,0,0,1,0,0,0,0,0,7,9,0,0,2,2,0,0,0,0,0,0
2015_3_ZONE6C,2015_4_ZONE6C,30,1,3,1,2015,24,4,2,1,3,2,8,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,1,2,3,0,0,0,0,0,0,0,3,0,1,1,1,1,0,1,2,0,1,0,2,1,0,0,6,0,0,1,0,0,0,0,1,2,1,0,0,3,2,0,0,0,0,0,0
2015_3_ZONE1A,2015_4_ZONE1A,22,0,3,1,2015,23,7,2,5,3,3,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,1,1,0,0,0,4,0,0,0,0,5,0,1,3,4,0,0,0,6,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2,5,0,0,3,1,0,0,0,0,0,0
2015_3_ZONE3B,2015_4_ZONE3B,1,0,3,1,2015,4,0,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
2015_3_ZONE4B,2015_4_ZONE4B,18,0,3,1,2015,26,5,2,9,0,0,6,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,0,0,0,0,2,0,0,0,0,0,5,0,4,0,2,1,0,1,0,1,3,0,4,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,4,0,0,3,4,0,0,0,0,0,0
2015_3_ZONE6A,2015_4_ZONE6A,10,0,3,1,2015,15,2,1,2,5,2,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2015_3_ZONE3C,2015_4_ZONE3C,23,1,3,1,2015,27,5,0,5,4,12,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,1,0,0,0,0,2,0,0,0,0,0,6,0,2,0,0,3,1,0,0,0,1,0,5,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,1,0,0,4,8,0,0,0,1,0,0
2015_3_ZONE6B,2015_4_ZONE6B,6,1,3,1,2015,21,5,0,2,5,4,2,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,2,2,0,0,1,0,0,3,0,3,1,1,1,1,0,0,0,2,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,1,2,2,0,0,5,2,0,0,0,0,0,0
2015_3_ZONE2D,2015_4_ZONE2D,3,0,3,1,2015,6,0,0,0,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2015_3_ZONE7D,2015_4_ZONE7D,3,0,3,1,2015,7,2,0,1,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
2015_3_ZONE3D,2015_4_ZONE3D,10,0,3,1,2015,10,1,0,8,0,1,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0
2015_4_ZONE3C,2015_5_ZONE3C,20,0,4,1,2015,23,2,4,3,5,3,3,2,22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,0,0,0,0,0,1,0,0,0,0,2,0,7,1,0,2,0,0,0,2,1,0,2,0,0,0,0,2,2,0,0,1,0,0,1,0,0,3,2,0,0,3,3,0,0,0,0,0,0
2015_4_ZONE1A,2015_5_ZONE1A,28,0,4,1,2015,22,4,3,15,4,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,8,0,0,0,1,1,0,0,0,0,1,1,0,8,3,0,4,6,0,0,0,5,0,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,5,0,0,2,2,0,0,0,2,0,0
2015_4_ZONE7B,2015_5_ZONE7B,33,1,4,1,2015,25,4,7,2,2,5,3,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,11,0,0,2,2,0,0,0,0,0,0
2015_4_ZONE1D,2015_5_ZONE1D,37,1,4,1,2015,27,5,6,3,9,2,3,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,2,1,0,0,6,0,1,0,7,2,1,2,2,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,8,7,0,0,5,2,0,0,0,0,0,0
2015_4_ZONE7C,2015_5_ZONE7C,15,0,4,1,2015,23,3,5,3,4,0,11,3,29,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,4,0,0,1,0,0,0,0,1,0,0,8,0,2,0,0,1,0,0,0,0,7,0,3,0,0,0,0,3,3,0,0,1,0,0,0,0,0,2,5,0,0,5,0,0,0,0,0,0,0
2015_4_ZONE5A,2015_5_ZONE5A,23,0,4,1,2015,27,3,4,5,4,5,2,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,1,0,0,0,0,5,0,10,1,2,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,3,0,0,9,5,0,0,0,0,0,0
2015_4_ZONE3E,2015_5_ZONE3E,65,2,4,1,2015,76,6,15,12,15,7,12,10,77,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,1,10,0,0,0,1,8,0,0,0,1,0,9,0,16,5,7,6,1,1,0,0,2,1,6,1,1,0,0,5,4,0,0,1,0,0,2,1,1,11,11,0,0,13,15,0,0,0,0,0,0
2015_4_ZONE5B,2015_5_ZONE5B,38,3,4,1,2015,19,4,3,4,3,2,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,1,2,0,0,0,0,0,3,0,3,0,2,4,0,2,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,6,0,0,2,4,0,0,0,0,0,0
2015_4_ZONE1B,2015_5_ZONE1B,21,0,4,1,2015,27,3,2,10,4,2,2,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,3,0,0,0,3,0,4,0,7,1,0,1,3,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,8,0,0,6,2,0,0,0,0,0,0
2015_4_ZONE3D,2015_5_ZONE3D,22,4,4,1,2015,10,2,3,0,2,1,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0
2015_4_ZONE6C,2015_5_ZONE6C,35,3,4,1,2015,30,5,7,9,1,4,3,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,3,2,1,0,1,5,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0
2015_4_ZONE6A,2015_5_ZONE6A,13,2,4,1,2015,10,2,2,0,2,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
2015_4_ZONE2A,2015_5_ZONE2A,18,1,4,1,2015,16,2,5,5,1,1,2,1,17,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,2,0,0,1,0,0,2,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,0,0,0,0,0
2015_4_ZONE7D,2015_5_ZONE7D,2,0,4,1,2015,3,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015_4_ZONE2D,2015_5_ZONE2D,10,1,4,1,2015,3,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015_4_ZONE4C,2015_5_ZONE4C,22,1,4,1,2015,25,2,5,0,4,7,3,5,26,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,5,2,0,5,2,1,0,0,2,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,3,2,0,0,5,2,0,0,0,0,0,0
2015_4_ZONE5C,2015_5_ZONE5C,11,0,4,1,2015,8,1,1,0,0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
2015_4_ZONE1C,2015_5_ZONE1C,42,1,4,1,2015,16,0,4,0,10,1,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,1,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0
2015_4_ZONE4B,2015_5_ZONE4B,14,1,4,1,2015,18,3,4,3,2,1,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,7,0,4,1,0,2,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,6,0,0,0,0,0,0,0
2015_4_ZONE2B,2015_5_ZONE2B,4,0,4,1,2015,2,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015_4_ZONE6B,2015_5_ZONE6B,14,1,4,1,2015,6,2,0,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
2015_4_ZONE3B,2015_5_ZONE3B,5,0,4,1,2015,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015_5_ZONE3C,2015_6_ZONE3C,23,1,5,1,2015,20,3,2,7,2,3,2,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,7,0,1,3,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,6,2,0,0,0,0,0,0
2015_5_ZONE1D,2015_6_ZONE1D,33,0,5,1,2015,37,5,6,3,2,7,9,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,6,0,0,0,0,2,0,0,0,2,0,2,0,11,1,1,1,0,1,0,1,0,0,2,0,0,0,0,3,11,0,0,1,0,0,0,0,0,6,3,0,0,7,3,0,0,0,0,0,0
2015_5_ZONE7B,2015_6_ZONE7B,27,7,5,1,2015,33,8,10,0,3,4,7,2,31,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,0,0,0,3,0,0,0,0,0,0,6,0,7,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,10,1,0,0,0,0,0,1,2,2,6,0,0,7,2,0,0,0,0,0,0
2015_5_ZONE1B,2015_6_ZONE1B,29,0,5,1,2015,21,4,4,1,2,1,4,7,21,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,3,1,0,0,0,0,4,0,1,0,1,1,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,2,1,0,0,0,0,0,0
2015_5_ZONE3E,2015_6_ZONE3E,59,5,5,1,2015,65,9,10,10,17,5,8,10,52,17,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,17,0,0,0,1,8,6,0,0,5,0,1,0,5,0,2,13,3,1,0,1,6,1,0,0,0,0,0,5,3,0,0,0,1,0,1,0,0,12,9,0,0,15,11,0,0,0,0,0,0
2015_5_ZONE5B,2015_6_ZONE5B,30,2,5,1,2015,38,6,10,7,4,7,4,4,38,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,0,0,2,2,1,0,0,5,0,3,0,10,1,1,6,1,0,0,1,4,1,3,0,0,0,0,0,4,0,1,1,0,0,2,0,1,5,8,0,0,6,4,0,0,0,0,0,0
2015_5_ZONE7C,2015_6_ZONE7C,10,1,5,1,2015,15,2,2,5,2,0,1,3,13,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,1,1,0,0,0,0,0,0
2015_5_ZONE4C,2015_6_ZONE4C,18,0,5,1,2015,22,4,3,3,6,0,3,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,1,1,0,1,0,0,1,0,5,2,0,2,2,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,3,0,0,4,2,0,0,0,0,0,0
2015_5_ZONE7D,2015_6_ZONE7D,1,0,5,1,2015,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015_5_ZONE6B,2015_6_ZONE6B,19,0,5,1,2015,14,1,1,0,2,2,4,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0
2015_5_ZONE3D,2015_6_ZONE3D,6,0,5,1,2015,22,5,5,0,2,2,6,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,0,0,0,0,4,0,5,0,1,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,5,4,0,0,0,0,0,0
2015_5_ZONE1C,2015_6_ZONE1C,36,0,5,1,2015,42,7,10,7,7,6,7,5,42,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0,2,3,0,2,0,0,8,0,12,0,4,6,0,1,0,1,6,0,4,0,0,0,0,1,3,0,0,1,0,0,2,0,0,2,12,0,0,9,6,0,0,0,1,0,0
2015_5_ZONE6A,2015_6_ZONE6A,12,0,5,1,2015,13,4,2,1,0,3,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0
