Subzone,YEAR_WEEK,SUB_YEAR_WEEK,All_comp,FalseAlarm_comp,Arrest_comp,Cleared_comp,NoContact_comp,NoReport_comp,Resolved_comp,Filed_comp,Calls_comp,BurgAlarm_comp,Suspicious_comp,Shots_comp,Intox_comp,Drugs_comp,Assault_comp,Armed_comp,Disturb_comp,Fireworks_comp,Noise_comp,Stalking_comp,PredictedBurg,ActualBurg,BurgStatus,BurgStatus2
ZONE2D,2013_5,2013_5_ZONE2D,4,0,0,0,1,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3B,2013_5,2013_5_ZONE3B,8,2,0,2,0,2,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3C,2013_5,2013_5_ZONE3C,108,42,0,0,24,18,18,6,108,0,18,0,0,0,0,0,6,0,30,0,0,0,0,0
ZONE3D,2013_5,2013_5_ZONE3D,119,7,14,7,14,14,14,21,119,0,14,0,7,0,14,0,21,0,0,0,1,0,0,0
ZONE3E,2013_5,2013_5_ZONE3E,510,60,30,12,54,54,54,60,516,12,96,66,6,12,18,0,48,0,108,0,2,2,1,1
ZONE4B,2013_5,2013_5_ZONE4B,11,7,0,0,1,2,0,0,12,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ZONE4C,2013_5,2013_5_ZONE4C,112,40,12,0,4,8,20,0,120,0,44,0,0,4,0,0,4,0,8,0,0,0,0,0
ZONE5A,2013_5,2013_5_ZONE5A,125,35,0,0,30,15,10,15,125,15,10,0,5,15,0,0,5,0,25,0,0,2,1,1
ZONE5B,2013_5,2013_5_ZONE5B,210,30,18,12,36,12,48,18,216,0,78,0,6,0,6,0,0,0,12,6,0,1,1,0
ZONE5C,2013_5,2013_5_ZONE5C,90,15,0,0,10,15,10,5,90,5,15,0,0,0,0,0,5,0,5,0,0,1,1,0
ZONE5D,2013_5,2013_5_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_5,2013_5_ZONE6A,22,16,0,0,0,2,0,2,22,4,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ZONE6B,2013_5,2013_5_ZONE6B,69,18,6,0,0,12,6,9,69,9,9,0,0,0,0,0,3,0,0,0,0,2,1,1
ZONE6C,2013_5,2013_5_ZONE6C,232,40,8,0,40,48,24,16,240,0,56,0,0,0,0,0,8,0,8,0,0,0,0,0
ZONE7B,2013_5,2013_5_ZONE7B,42,24,4,0,10,2,0,0,42,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE7C,2013_5,2013_5_ZONE7C,36,9,0,0,15,0,0,6,39,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE7D,2013_5,2013_5_ZONE7D,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2013_50,2013_50_ZONE1A,280,42,21,0,7,28,49,42,280,42,49,0,0,7,0,0,28,0,7,0,6,1,1,0
ZONE1B,2013_50,2013_50_ZONE1B,144,9,0,0,45,45,18,0,144,0,27,0,0,9,0,0,0,0,45,0,0,0,0,0
ZONE1C,2013_50,2013_50_ZONE1C,490,140,10,80,50,40,50,80,490,40,20,30,0,0,0,10,30,0,0,0,0,1,1,0
ZONE1D,2013_50,2013_50_ZONE1D,405,54,36,18,18,54,54,45,432,27,63,0,0,9,0,0,81,0,27,9,2,3,1,1
ZONE2A,2013_50,2013_50_ZONE2A,64,4,8,0,0,8,12,16,64,4,12,0,4,0,0,0,0,0,0,0,0,2,1,1
ZONE2B,2013_50,2013_50_ZONE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_50,2013_50_ZONE2D,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3B,2013_50,2013_50_ZONE3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2013_50,2013_50_ZONE3C,150,42,6,0,12,30,24,6,156,18,18,12,0,0,0,0,0,0,12,0,0,1,1,0
ZONE3D,2013_50,2013_50_ZONE3D,105,7,0,14,14,35,7,21,105,14,0,0,7,0,0,0,0,0,21,0,0,1,1,0
ZONE3E,2013_50,2013_50_ZONE3E,402,18,30,18,66,54,78,54,420,18,66,0,0,24,6,0,30,0,84,0,3,1,1,0
ZONE4B,2013_50,2013_50_ZONE4B,9,1,0,0,2,5,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE4C,2013_50,2013_50_ZONE4C,96,28,12,4,4,0,20,8,96,4,28,0,0,0,8,0,4,0,0,0,0,0,0,0
ZONE5A,2013_50,2013_50_ZONE5A,95,0,5,0,25,10,15,10,100,0,25,0,0,0,0,0,15,0,15,0,2,1,1,0
ZONE5B,2013_50,2013_50_ZONE5B,186,24,12,6,36,18,24,6,192,0,18,24,0,0,0,0,36,0,6,0,0,2,1,1
ZONE5C,2013_50,2013_50_ZONE5C,70,30,0,5,10,5,5,0,70,0,5,0,0,0,0,0,0,0,10,0,1,0,0,0
ZONE5D,2013_50,2013_50_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_50,2013_50_ZONE6A,24,2,0,0,0,4,4,2,26,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE6B,2013_50,2013_50_ZONE6B,33,6,0,0,3,6,6,0,33,0,0,0,3,0,0,0,9,0,9,0,0,0,0,0
ZONE6C,2013_50,2013_50_ZONE6C,336,80,16,24,16,8,24,48,344,24,8,0,0,0,0,0,48,0,24,0,2,4,1,1
ZONE7B,2013_50,2013_50_ZONE7B,50,4,2,4,8,10,16,2,50,0,6,0,0,4,0,2,2,0,2,0,0,0,0,0
ZONE7C,2013_50,2013_50_ZONE7C,30,12,0,0,3,0,6,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ZONE7D,2013_50,2013_50_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2013_51,2013_51_ZONE1A,392,21,35,21,28,56,70,56,406,56,119,14,7,0,0,0,7,0,7,0,2,6,1,1
ZONE1B,2013_51,2013_51_ZONE1B,162,27,0,9,45,27,9,9,162,27,0,18,0,18,0,0,0,0,9,0,1,0,0,0
ZONE1C,2013_51,2013_51_ZONE1C,320,70,0,10,40,40,50,40,330,10,60,0,10,0,10,0,50,0,10,0,1,0,0,0
ZONE1D,2013_51,2013_51_ZONE1D,450,90,27,18,45,36,81,45,477,18,126,9,18,9,27,0,90,0,27,0,0,2,1,1
ZONE2A,2013_51,2013_51_ZONE2A,84,8,0,0,12,4,36,0,84,0,24,0,0,0,0,0,24,0,4,0,0,0,0,0
ZONE2B,2013_51,2013_51_ZONE2B,3,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_51,2013_51_ZONE2D,5,2,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2013_51,2013_51_ZONE3B,16,2,0,0,2,4,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2013_51,2013_51_ZONE3C,90,12,0,6,6,12,12,18,90,0,12,0,0,0,0,0,12,0,24,0,1,0,0,0
ZONE3D,2013_51,2013_51_ZONE3D,77,0,7,7,28,14,0,0,77,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0
ZONE3E,2013_51,2013_51_ZONE3E,372,48,30,0,24,48,48,42,408,12,90,0,0,12,6,0,24,0,36,0,1,3,1,1
ZONE4B,2013_51,2013_51_ZONE4B,16,4,0,3,1,1,2,2,16,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE4C,2013_51,2013_51_ZONE4C,128,36,4,4,12,20,12,16,132,0,32,0,4,0,0,0,24,0,0,0,0,0,0,0
ZONE5A,2013_51,2013_51_ZONE5A,130,15,15,5,30,10,15,10,130,0,25,5,0,5,0,0,20,0,20,0,1,2,1,1
ZONE5B,2013_51,2013_51_ZONE5B,270,54,12,6,24,24,48,6,276,12,60,6,0,6,0,0,6,0,18,0,1,0,0,0
ZONE5C,2013_51,2013_51_ZONE5C,90,5,0,10,15,10,20,5,90,5,20,0,0,5,0,0,15,0,0,0,0,1,1,0
ZONE5D,2013_51,2013_51_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_51,2013_51_ZONE6A,38,14,0,4,0,8,4,4,38,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE6B,2013_51,2013_51_ZONE6B,48,9,0,0,3,9,12,6,51,3,6,0,0,0,0,0,3,0,3,0,0,0,0,0
ZONE6C,2013_51,2013_51_ZONE6C,264,32,24,8,40,40,16,32,264,32,8,16,0,0,0,0,8,0,24,0,0,2,1,1
ZONE7B,2013_51,2013_51_ZONE7B,38,4,2,2,8,2,8,6,40,0,16,0,0,0,2,0,6,0,4,0,3,0,0,0
ZONE7C,2013_51,2013_51_ZONE7C,15,0,0,0,9,0,3,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
ZONE7D,2013_51,2013_51_ZONE7D,21,3,0,0,3,0,6,3,21,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0
ZONE1A,2013_52,2013_52_ZONE1A,378,35,28,14,35,98,49,14,420,42,147,7,0,14,0,14,21,0,7,0,1,2,1,1
ZONE1B,2013_52,2013_52_ZONE1B,117,0,0,9,27,36,18,18,126,9,18,9,0,0,9,0,0,0,9,0,0,1,1,0
ZONE1C,2013_52,2013_52_ZONE1C,220,70,20,0,0,20,50,30,220,10,40,0,10,0,0,30,0,0,0,0,1,1,1,0
ZONE1D,2013_52,2013_52_ZONE1D,333,18,18,27,36,36,45,27,342,0,54,0,27,0,0,9,18,0,0,0,4,0,0,0
ZONE2A,2013_52,2013_52_ZONE2A,92,12,4,8,0,16,20,8,96,0,24,0,4,0,0,0,4,0,4,0,1,0,0,0
ZONE2B,2013_52,2013_52_ZONE2B,3,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_52,2013_52_ZONE2D,3,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2013_52,2013_52_ZONE3B,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2013_52,2013_52_ZONE3C,144,12,6,0,6,6,24,36,150,48,18,0,0,0,12,6,12,0,0,0,1,1,1,0
ZONE3D,2013_52,2013_52_ZONE3D,70,7,7,7,14,0,7,14,70,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0
ZONE3E,2013_52,2013_52_ZONE3E,312,30,6,18,42,66,60,36,324,12,36,0,0,0,0,0,30,0,60,0,9,1,1,0
ZONE4B,2013_52,2013_52_ZONE4B,20,5,0,0,5,1,4,1,22,1,4,1,0,0,0,0,0,0,4,0,0,1,1,0
ZONE4C,2013_52,2013_52_ZONE4C,84,16,0,4,8,8,24,0,88,0,16,0,20,0,0,4,20,0,0,0,0,0,0,0
ZONE5A,2013_52,2013_52_ZONE5A,140,5,10,5,50,15,5,0,140,0,20,10,0,0,0,0,0,0,20,0,1,1,1,0
ZONE5B,2013_52,2013_52_ZONE5B,126,24,6,0,30,12,18,18,126,6,18,24,0,0,0,0,6,0,12,0,1,1,1,0
ZONE5C,2013_52,2013_52_ZONE5C,90,20,5,5,0,15,20,0,90,0,10,0,5,0,0,0,5,0,0,0,0,0,0,0
ZONE5D,2013_52,2013_52_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_52,2013_52_ZONE6A,36,14,2,2,6,2,0,4,36,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0
ZONE6B,2013_52,2013_52_ZONE6B,63,12,0,3,6,12,6,0,69,0,21,0,0,0,0,0,0,0,9,0,0,0,0,0
ZONE6C,2013_52,2013_52_ZONE6C,320,72,8,16,24,24,56,24,320,0,24,0,0,0,0,0,80,0,16,0,0,0,0,0
ZONE7B,2013_52,2013_52_ZONE7B,42,16,0,2,2,6,2,4,42,8,0,0,2,0,0,0,0,0,4,0,0,3,1,1
ZONE7C,2013_52,2013_52_ZONE7C,36,15,0,3,6,0,6,0,36,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE7D,2013_52,2013_52_ZONE7D,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2013_6,2013_6_ZONE1A,315,49,35,7,42,49,28,14,329,14,77,7,21,0,0,21,56,0,14,0,0,0,0,0
ZONE1B,2013_6,2013_6_ZONE1B,144,9,9,0,0,54,36,9,153,0,27,0,0,0,9,0,9,0,36,0,0,0,0,0
ZONE1C,2013_6,2013_6_ZONE1C,360,20,10,10,30,80,40,50,400,0,130,20,0,0,40,10,10,0,0,0,2,0,0,0
ZONE1D,2013_6,2013_6_ZONE1D,450,54,18,27,36,72,54,36,459,9,54,0,9,0,9,0,81,0,36,9,1,2,1,1
ZONE2A,2013_6,2013_6_ZONE2A,48,16,0,0,4,4,4,16,48,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
ZONE2B,2013_6,2013_6_ZONE2B,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_6,2013_6_ZONE2D,5,2,0,0,1,1,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2013_6,2013_6_ZONE3B,6,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
ZONE3C,2013_6,2013_6_ZONE3C,102,18,6,6,0,6,24,12,108,6,6,0,0,0,12,0,12,0,18,0,0,0,0,0
ZONE3D,2013_6,2013_6_ZONE3D,140,7,0,0,56,14,42,7,147,14,14,0,0,7,0,28,0,0,0,0,0,1,1,0
ZONE3E,2013_6,2013_6_ZONE3E,450,36,18,30,84,48,60,42,474,18,90,12,0,0,6,0,30,0,126,6,5,2,1,1
ZONE4B,2013_6,2013_6_ZONE4B,14,5,0,0,2,3,2,0,15,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
ZONE4C,2013_6,2013_6_ZONE4C,76,20,8,0,4,8,8,8,80,0,20,0,12,0,0,0,8,0,0,0,0,0,0,0
ZONE5A,2013_6,2013_6_ZONE5A,110,0,5,5,30,15,10,15,110,0,5,30,0,0,0,0,10,0,15,0,2,0,0,0
ZONE5B,2013_6,2013_6_ZONE5B,156,18,12,6,12,30,24,12,168,24,42,6,0,0,6,0,0,0,6,0,1,0,0,0
ZONE5C,2013_6,2013_6_ZONE5C,50,0,5,0,0,20,10,10,50,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0
ZONE5D,2013_6,2013_6_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_6,2013_6_ZONE6A,40,10,0,0,6,4,10,0,40,0,4,0,2,6,0,0,0,0,4,0,0,0,0,0
ZONE6B,2013_6,2013_6_ZONE6B,54,21,0,3,15,6,6,0,54,3,9,3,0,3,0,0,3,0,3,0,0,0,0,0
ZONE6C,2013_6,2013_6_ZONE6C,200,32,0,8,16,24,48,8,208,0,32,0,0,0,0,0,0,0,16,0,1,0,0,0
ZONE7B,2013_6,2013_6_ZONE7B,48,8,2,2,10,12,4,2,48,0,6,2,2,0,4,0,4,0,6,0,0,0,0,0
ZONE7C,2013_6,2013_6_ZONE7C,15,9,0,0,0,3,3,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE7D,2013_6,2013_6_ZONE7D,9,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ZONE1A,2013_7,2013_7_ZONE1A,203,21,35,14,7,21,14,21,231,7,112,14,7,0,0,0,21,0,0,7,1,0,0,0
ZONE1B,2013_7,2013_7_ZONE1B,90,9,9,0,18,27,0,0,99,0,27,9,0,0,0,0,0,0,9,0,1,0,0,0
ZONE1C,2013_7,2013_7_ZONE1C,320,30,10,0,10,80,30,130,320,30,50,10,10,0,60,0,10,0,0,0,0,2,1,1
ZONE1D,2013_7,2013_7_ZONE1D,351,45,36,9,45,54,54,18,369,0,126,0,18,9,18,0,54,0,0,0,1,1,1,0
ZONE2A,2013_7,2013_7_ZONE2A,60,16,4,0,4,0,20,12,60,0,24,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE2B,2013_7,2013_7_ZONE2B,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_7,2013_7_ZONE2D,7,1,0,0,2,3,1,0,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE3B,2013_7,2013_7_ZONE3B,4,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2013_7,2013_7_ZONE3C,78,12,6,6,12,0,24,6,84,0,30,0,0,0,0,0,0,0,24,0,0,0,0,0
ZONE3D,2013_7,2013_7_ZONE3D,126,21,7,7,14,28,14,7,133,0,28,0,0,0,0,0,0,0,7,0,0,0,0,0
ZONE3E,2013_7,2013_7_ZONE3E,456,48,12,12,78,84,90,48,456,24,90,6,6,30,6,0,12,0,90,6,1,5,1,1
ZONE4B,2013_7,2013_7_ZONE4B,19,2,0,0,4,1,2,3,20,1,1,0,0,0,0,0,8,0,3,0,0,0,0,0
ZONE4C,2013_7,2013_7_ZONE4C,68,20,0,0,8,8,20,4,68,0,12,0,4,4,0,0,12,0,0,0,0,0,0,0
ZONE5A,2013_7,2013_7_ZONE5A,115,10,5,0,10,20,20,15,115,0,5,0,20,0,0,5,10,0,30,0,1,2,1,1
ZONE5B,2013_7,2013_7_ZONE5B,144,24,12,6,18,12,30,6,150,0,12,0,0,0,0,0,12,0,0,0,1,1,1,0
ZONE5C,2013_7,2013_7_ZONE5C,85,10,0,5,10,0,30,5,90,0,0,0,0,0,5,0,15,0,5,0,0,0,0,0
ZONE5D,2013_7,2013_7_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_7,2013_7_ZONE6A,24,10,0,4,4,2,2,2,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6B,2013_7,2013_7_ZONE6B,42,9,3,6,3,9,6,3,42,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
ZONE6C,2013_7,2013_7_ZONE6C,216,48,0,0,24,32,56,8,216,8,32,0,8,0,0,0,8,0,40,0,1,1,1,0
ZONE7B,2013_7,2013_7_ZONE7B,42,6,0,0,6,4,10,4,42,8,8,0,0,0,2,0,0,0,4,0,0,0,0,0
ZONE7C,2013_7,2013_7_ZONE7C,21,18,0,0,0,3,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE7D,2013_7,2013_7_ZONE7D,6,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2013_8,2013_8_ZONE1A,378,63,21,7,56,70,56,14,406,0,133,28,14,14,0,7,35,0,0,7,0,1,1,0
ZONE1B,2013_8,2013_8_ZONE1B,225,0,27,18,9,63,18,27,225,18,45,0,0,0,0,0,0,0,9,9,0,1,1,0
ZONE1C,2013_8,2013_8_ZONE1C,320,10,30,10,10,40,90,50,330,0,90,20,20,0,0,0,60,0,0,0,0,0,0,0
ZONE1D,2013_8,2013_8_ZONE1D,360,54,45,9,0,90,9,54,360,18,27,0,27,0,0,0,0,0,18,0,1,1,1,0
ZONE2A,2013_8,2013_8_ZONE2A,64,8,0,0,8,16,16,4,68,0,24,0,0,4,0,0,4,0,4,0,2,0,0,0
ZONE2B,2013_8,2013_8_ZONE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_8,2013_8_ZONE2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2013_8,2013_8_ZONE3B,10,4,0,0,2,2,0,0,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
ZONE3C,2013_8,2013_8_ZONE3C,144,18,12,18,18,24,36,0,144,0,12,24,0,0,0,0,12,0,12,0,0,0,0,0
ZONE3D,2013_8,2013_8_ZONE3D,70,0,7,0,28,7,14,0,77,0,28,0,0,0,0,0,7,0,7,0,1,0,0,0
ZONE3E,2013_8,2013_8_ZONE3E,510,48,12,24,90,84,96,48,516,24,42,24,0,0,0,0,36,0,138,0,1,1,1,0
ZONE4B,2013_8,2013_8_ZONE4B,18,7,1,1,2,1,2,0,19,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE4C,2013_8,2013_8_ZONE4C,92,32,0,0,16,4,20,0,92,0,16,0,4,0,0,0,28,0,0,0,0,0,0,0
ZONE5A,2013_8,2013_8_ZONE5A,150,0,5,5,55,20,20,15,150,5,20,0,0,0,0,0,15,0,30,0,1,1,1,0
ZONE5B,2013_8,2013_8_ZONE5B,150,30,0,12,12,24,18,6,150,12,18,0,0,0,0,0,42,0,0,0,0,1,1,0
ZONE5C,2013_8,2013_8_ZONE5C,115,15,0,10,15,10,25,5,115,5,15,10,5,5,0,0,5,0,5,0,0,0,0,0
ZONE5D,2013_8,2013_8_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_8,2013_8_ZONE6A,36,12,2,2,0,0,2,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6B,2013_8,2013_8_ZONE6B,75,33,0,3,6,3,12,3,75,0,9,3,0,0,0,0,0,0,3,0,0,0,0,0
ZONE6C,2013_8,2013_8_ZONE6C,288,48,24,0,32,40,16,40,288,16,24,0,32,8,16,0,16,0,8,8,1,1,1,0
ZONE7B,2013_8,2013_8_ZONE7B,60,6,0,0,10,8,6,8,62,0,14,0,2,2,0,0,10,0,12,0,0,0,0,0
ZONE7C,2013_8,2013_8_ZONE7C,21,3,0,0,6,0,3,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE7D,2013_8,2013_8_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2013_9,2013_9_ZONE1A,238,28,21,14,14,21,63,28,252,0,63,7,0,0,7,0,7,0,7,0,0,0,0,0
ZONE1B,2013_9,2013_9_ZONE1B,153,0,0,9,18,27,45,18,162,9,36,0,0,9,0,0,27,0,9,0,0,0,0,0
ZONE1C,2013_9,2013_9_ZONE1C,460,90,30,10,30,20,10,100,470,20,50,30,10,0,10,0,0,0,10,0,1,0,0,0
ZONE1D,2013_9,2013_9_ZONE1D,351,81,9,27,45,36,54,36,351,0,72,0,9,0,27,0,27,0,0,0,0,1,1,0
ZONE2A,2013_9,2013_9_ZONE2A,84,12,0,8,8,8,4,20,84,8,4,0,8,8,0,0,4,0,4,0,1,2,1,1
ZONE2B,2013_9,2013_9_ZONE2B,6,3,0,1,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2013_9,2013_9_ZONE2D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2013_9,2013_9_ZONE3B,8,2,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2013_9,2013_9_ZONE3C,78,30,0,0,0,18,18,0,78,6,12,0,0,0,0,6,0,0,18,0,1,0,0,0
ZONE3D,2013_9,2013_9_ZONE3D,105,0,7,7,7,14,7,35,105,14,21,0,7,7,21,0,7,0,0,0,0,1,1,0
ZONE3E,2013_9,2013_9_ZONE3E,486,24,24,18,48,60,96,54,498,24,30,0,6,0,0,0,36,0,138,0,5,1,1,0
ZONE4B,2013_9,2013_9_ZONE4B,16,3,0,0,3,5,3,1,16,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0
ZONE4C,2013_9,2013_9_ZONE4C,92,32,4,0,8,8,24,0,92,0,12,0,4,0,0,0,24,0,0,0,0,0,0,0
ZONE5A,2013_9,2013_9_ZONE5A,90,5,5,0,5,15,5,10,90,0,5,10,0,5,0,0,10,0,10,0,0,1,1,0
ZONE5B,2013_9,2013_9_ZONE5B,108,12,6,0,12,12,30,0,108,0,36,0,0,0,0,0,12,0,6,0,1,0,0,0
ZONE5C,2013_9,2013_9_ZONE5C,45,15,0,0,5,5,5,5,45,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0
ZONE5D,2013_9,2013_9_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2013_9,2013_9_ZONE6A,36,18,0,2,6,2,4,0,36,2,6,2,0,0,0,0,2,0,0,0,1,0,0,0
ZONE6B,2013_9,2013_9_ZONE6B,60,15,6,0,3,3,12,6,60,3,12,0,0,0,0,0,3,0,6,0,0,0,0,0
ZONE6C,2013_9,2013_9_ZONE6C,280,48,16,8,32,48,32,48,280,24,24,0,0,8,0,0,8,0,24,0,1,1,1,0
ZONE7B,2013_9,2013_9_ZONE7B,46,12,4,2,6,4,2,2,48,0,6,0,2,0,4,0,6,0,2,0,1,0,0,0
ZONE7C,2013_9,2013_9_ZONE7C,45,6,6,0,6,9,3,0,45,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0
ZONE7D,2013_9,2013_9_ZONE7D,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2014_1,2014_1_ZONE1A,301,42,21,14,14,49,28,28,350,35,154,0,0,0,0,0,7,0,0,0,1,1,1,0
ZONE1B,2014_1,2014_1_ZONE1B,180,18,0,0,36,36,45,9,189,0,27,9,0,9,0,0,0,0,0,0,1,0,0,0
ZONE1C,2014_1,2014_1_ZONE1C,300,10,40,10,10,70,20,40,310,10,60,10,0,0,0,0,30,0,10,0,0,1,1,0
ZONE1D,2014_1,2014_1_ZONE1D,405,63,9,0,63,72,45,54,414,36,36,0,9,0,18,0,54,0,27,0,0,4,1,1
ZONE2A,2014_1,2014_1_ZONE2A,92,40,0,4,8,8,8,8,96,4,8,0,0,0,4,0,12,0,0,0,0,1,1,0
ZONE2B,2014_1,2014_1_ZONE2B,4,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE2D,2014_1,2014_1_ZONE2D,8,1,0,0,1,1,2,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ZONE3B,2014_1,2014_1_ZONE3B,40,6,0,2,0,6,4,18,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2014_1,2014_1_ZONE3C,174,12,24,6,30,6,30,24,180,18,30,6,24,0,0,0,6,0,12,0,0,1,1,0
ZONE3D,2014_1,2014_1_ZONE3D,140,14,7,7,21,7,42,7,140,7,7,0,0,7,0,0,7,0,14,0,0,0,0,0
ZONE3E,2014_1,2014_1_ZONE3E,558,48,24,48,96,72,42,96,570,66,102,18,0,18,12,0,24,0,66,0,2,9,1,1
ZONE4B,2014_1,2014_1_ZONE4B,21,4,1,2,2,3,1,1,22,0,2,0,0,2,0,0,1,0,2,0,2,0,0,0
ZONE4C,2014_1,2014_1_ZONE4C,104,20,4,0,24,32,20,0,104,0,32,0,4,0,0,4,16,0,0,0,1,0,0,0
