Subzone,YEAR_WEEK,SUB_YEAR_WEEK,All_comp,FalseAlarm_comp,Arrest_comp,Cleared_comp,NoContact_comp,NoReport_comp,Resolved_comp,Filed_comp,Calls_comp,BurgAlarm_comp,Suspicious_comp,Shots_comp,Intox_comp,Drugs_comp,Assault_comp,Armed_comp,Disturb_comp,Fireworks_comp,Noise_comp,Stalking_comp,PredictedBurg,ActualBurg,BurgStatus,BurgStatus2
ZONE5B,2011_9,2011_9_ZONE5B,258,30,6,30,30,42,36,30,270,36,42,18,0,6,0,0,12,0,12,6,0,3,1,1
ZONE5C,2011_9,2011_9_ZONE5C,45,10,5,0,10,5,0,10,45,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0
ZONE5D,2011_9,2011_9_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2011_9,2011_9_ZONE6A,28,8,0,2,2,6,0,4,28,6,2,2,0,0,0,0,0,0,0,0,0,2,1,1
ZONE6B,2011_9,2011_9_ZONE6B,24,6,0,0,0,6,0,3,27,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0
ZONE6C,2011_9,2011_9_ZONE6C,376,120,8,32,32,64,32,32,392,32,64,8,0,0,8,0,32,0,16,0,1,5,1,1
ZONE7B,2011_9,2011_9_ZONE7B,64,6,2,4,4,16,10,4,64,2,10,0,0,2,2,0,0,0,10,0,2,0,0,0
ZONE7C,2011_9,2011_9_ZONE7C,24,15,0,3,0,3,0,3,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ZONE7D,2011_9,2011_9_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_1,2012_1_ZONE1A,266,21,35,0,35,77,35,35,266,14,70,7,14,7,0,0,28,0,21,0,4,2,1,1
ZONE1B,2012_1,2012_1_ZONE1B,216,9,9,0,27,54,27,36,252,45,54,18,0,9,0,0,27,0,18,9,3,1,1,0
ZONE1C,2012_1,2012_1_ZONE1C,450,10,0,50,70,110,30,50,490,20,90,20,0,10,30,0,0,0,20,0,1,2,1,1
ZONE1D,2012_1,2012_1_ZONE1D,549,72,27,18,81,135,81,99,558,99,99,18,36,9,18,0,36,0,45,0,1,1,1,0
ZONE2A,2012_1,2012_1_ZONE2A,80,12,0,4,16,24,4,4,84,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE2B,2012_1,2012_1_ZONE2B,7,2,0,1,1,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2012_1,2012_1_ZONE2D,3,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2012_1,2012_1_ZONE3B,10,2,0,0,0,2,2,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2012_1,2012_1_ZONE3C,138,36,0,12,18,30,6,24,144,12,18,6,0,0,0,0,0,0,24,0,0,3,1,1
ZONE3D,2012_1,2012_1_ZONE3D,112,14,0,14,0,21,21,7,133,0,35,0,0,0,0,0,0,0,28,7,0,0,0,0
ZONE3E,2012_1,2012_1_ZONE3E,660,60,36,48,114,138,78,66,672,48,90,30,6,18,18,6,54,0,84,0,3,6,1,1
ZONE4B,2012_1,2012_1_ZONE4B,24,2,0,1,4,6,2,1,25,0,4,1,0,1,0,0,0,0,3,0,1,0,0,0
ZONE4C,2012_1,2012_1_ZONE4C,88,16,0,0,16,16,12,4,92,0,40,0,0,0,4,0,0,0,8,0,0,2,1,1
ZONE5A,2012_1,2012_1_ZONE5A,110,10,5,5,15,20,20,5,115,5,30,20,0,0,0,5,5,0,10,0,2,1,1,0
ZONE5B,2012_1,2012_1_ZONE5B,312,30,6,30,36,78,72,30,318,54,54,42,6,0,6,0,6,0,6,12,0,2,1,1
ZONE5C,2012_1,2012_1_ZONE5C,30,0,0,5,0,5,5,5,30,0,15,5,0,0,0,0,0,0,0,0,1,0,0,0
ZONE5D,2012_1,2012_1_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_1,2012_1_ZONE6A,26,14,0,2,2,2,0,2,26,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0
ZONE6B,2012_1,2012_1_ZONE6B,63,15,9,3,6,0,12,6,66,9,18,0,0,0,0,0,3,0,6,0,0,0,0,0
ZONE6C,2012_1,2012_1_ZONE6C,232,64,0,24,16,24,16,24,240,16,16,0,0,0,0,0,40,0,16,0,0,0,0,0
ZONE7B,2012_1,2012_1_ZONE7B,56,6,2,4,8,14,6,2,58,2,12,0,0,0,0,0,0,0,4,2,2,1,1,0
ZONE7C,2012_1,2012_1_ZONE7C,30,12,0,3,3,6,3,3,30,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
ZONE7D,2012_1,2012_1_ZONE7D,6,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_10,2012_10_ZONE1A,231,49,21,7,35,35,21,21,238,14,28,0,0,7,7,0,28,0,14,0,1,2,1,1
ZONE1B,2012_10,2012_10_ZONE1B,342,27,36,9,18,63,36,90,351,36,72,0,0,0,18,0,27,0,18,9,0,4,1,1
ZONE1C,2012_10,2012_10_ZONE1C,280,20,30,30,30,20,30,60,280,10,10,0,0,10,30,0,30,0,50,0,2,1,1,0
ZONE1D,2012_10,2012_10_ZONE1D,432,63,9,18,45,117,27,36,432,45,45,0,54,9,9,0,18,0,27,0,2,3,1,1
ZONE2A,2012_10,2012_10_ZONE2A,104,12,12,4,8,36,8,8,104,0,16,0,8,0,0,0,36,0,0,0,0,0,0,0
ZONE2B,2012_10,2012_10_ZONE2B,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE2D,2012_10,2012_10_ZONE2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2012_10,2012_10_ZONE3B,10,4,0,0,2,0,2,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2012_10,2012_10_ZONE3C,114,24,6,0,6,12,12,6,126,0,18,0,0,18,0,0,0,0,12,0,0,0,0,0
ZONE3D,2012_10,2012_10_ZONE3D,35,7,0,0,0,21,0,0,35,0,7,0,0,0,0,0,7,0,0,0,1,0,0,0
ZONE3E,2012_10,2012_10_ZONE3E,426,24,18,12,60,108,36,60,438,36,102,0,0,0,6,0,42,0,54,6,1,2,1,1
ZONE4B,2012_10,2012_10_ZONE4B,11,3,0,0,1,2,2,0,11,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
ZONE4C,2012_10,2012_10_ZONE4C,100,24,16,0,12,12,12,8,104,0,20,0,0,0,4,0,12,0,8,0,0,0,0,0
ZONE5A,2012_10,2012_10_ZONE5A,105,10,0,10,25,15,15,5,110,5,30,0,0,5,0,0,10,0,20,0,0,1,1,0
ZONE5B,2012_10,2012_10_ZONE5B,246,36,6,12,42,54,18,24,252,0,42,12,12,6,0,0,18,0,6,24,1,1,1,0
ZONE5C,2012_10,2012_10_ZONE5C,70,25,0,5,15,10,5,5,70,0,5,5,0,0,0,0,10,0,5,0,0,0,0,0
ZONE5D,2012_10,2012_10_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_10,2012_10_ZONE6A,40,12,2,4,6,6,4,2,40,0,8,2,0,0,0,0,4,0,6,0,1,0,0,0
ZONE6B,2012_10,2012_10_ZONE6B,69,30,6,0,6,9,3,0,69,0,9,6,3,0,0,0,3,0,0,0,0,0,0,0
ZONE6C,2012_10,2012_10_ZONE6C,248,24,0,8,40,56,24,16,248,8,40,0,0,8,0,0,8,0,8,0,1,1,1,0
ZONE7B,2012_10,2012_10_ZONE7B,52,18,2,0,12,8,4,2,52,0,10,0,0,4,2,0,6,0,2,0,1,0,0,0
ZONE7C,2012_10,2012_10_ZONE7C,12,0,0,0,0,3,6,0,12,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0
ZONE7D,2012_10,2012_10_ZONE7D,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE1A,2012_11,2012_11_ZONE1A,287,42,0,7,35,56,35,7,301,14,84,14,0,7,21,0,28,0,14,7,1,1,1,0
ZONE1B,2012_11,2012_11_ZONE1B,144,0,9,0,36,0,27,18,144,0,63,0,0,9,9,0,18,0,36,0,2,0,0,0
ZONE1C,2012_11,2012_11_ZONE1C,510,30,40,20,80,90,20,100,560,30,100,10,10,0,20,10,40,0,50,30,1,2,1,1
ZONE1D,2012_11,2012_11_ZONE1D,324,36,18,9,36,72,45,45,333,45,45,0,18,9,9,0,27,0,18,9,0,2,1,1
ZONE2A,2012_11,2012_11_ZONE2A,68,4,12,0,16,16,0,4,72,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0
ZONE2B,2012_11,2012_11_ZONE2B,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE2D,2012_11,2012_11_ZONE2D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE3B,2012_11,2012_11_ZONE3B,12,2,0,0,2,4,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2012_11,2012_11_ZONE3C,138,42,0,0,6,24,30,6,138,0,12,0,0,6,0,6,12,0,12,0,0,0,0,0
ZONE3D,2012_11,2012_11_ZONE3D,84,0,7,7,35,14,14,7,84,7,35,0,7,0,0,7,0,0,0,0,1,1,1,0
ZONE3E,2012_11,2012_11_ZONE3E,492,30,24,30,84,90,60,78,498,36,54,0,6,12,0,12,24,0,84,6,2,1,1,0
ZONE4B,2012_11,2012_11_ZONE4B,10,3,0,0,1,4,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE4C,2012_11,2012_11_ZONE4C,96,16,16,4,16,20,0,8,100,0,32,0,0,4,0,0,8,0,0,0,0,0,0,0
ZONE5A,2012_11,2012_11_ZONE5A,135,5,10,10,5,25,20,20,145,5,25,0,0,0,0,0,10,0,40,0,0,0,0,0
ZONE5B,2012_11,2012_11_ZONE5B,240,18,12,30,6,42,42,24,252,12,30,0,6,0,6,0,42,0,54,0,3,1,1,0
ZONE5C,2012_11,2012_11_ZONE5C,45,0,0,5,15,15,0,0,55,5,15,0,0,0,0,0,10,0,0,0,1,0,0,0
ZONE5D,2012_11,2012_11_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_11,2012_11_ZONE6A,38,8,0,2,10,6,0,8,38,4,8,0,2,2,4,0,2,0,2,0,0,1,1,0
ZONE6B,2012_11,2012_11_ZONE6B,57,15,0,0,6,6,12,3,60,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0
ZONE6C,2012_11,2012_11_ZONE6C,280,24,0,16,40,64,48,16,280,8,40,0,0,16,0,8,16,0,72,0,0,1,1,0
ZONE7B,2012_11,2012_11_ZONE7B,76,10,2,8,20,12,8,8,76,4,12,2,2,6,0,0,0,0,4,0,6,1,1,0
ZONE7C,2012_11,2012_11_ZONE7C,21,6,0,0,3,3,3,0,21,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0
ZONE7D,2012_11,2012_11_ZONE7D,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_12,2012_12_ZONE1A,259,28,21,0,28,35,49,21,266,7,35,7,0,0,7,0,21,0,28,0,0,1,1,0
ZONE1B,2012_12,2012_12_ZONE1B,342,18,9,63,54,81,45,45,351,27,63,18,9,0,18,0,45,0,27,0,0,2,1,1
ZONE1C,2012_12,2012_12_ZONE1C,570,30,0,60,110,60,50,120,610,40,70,50,0,40,20,30,60,0,20,0,0,1,1,0
ZONE1D,2012_12,2012_12_ZONE1D,405,54,63,0,36,63,63,45,414,36,108,36,9,0,0,0,9,0,9,0,0,0,0,0
ZONE2A,2012_12,2012_12_ZONE2A,104,12,0,4,16,8,16,12,108,0,20,0,0,8,0,0,16,0,8,0,2,0,0,0
ZONE2B,2012_12,2012_12_ZONE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2012_12,2012_12_ZONE2D,3,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3B,2012_12,2012_12_ZONE3B,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE3C,2012_12,2012_12_ZONE3C,132,18,12,0,12,18,24,12,132,0,6,0,0,0,0,0,18,0,30,0,1,0,0,0
ZONE3D,2012_12,2012_12_ZONE3D,84,0,7,0,7,0,35,21,84,7,28,0,7,0,7,0,0,0,14,0,0,1,1,0
ZONE3E,2012_12,2012_12_ZONE3E,600,42,30,24,132,60,102,78,600,24,84,18,12,0,0,0,18,0,150,6,1,2,1,1
ZONE4B,2012_12,2012_12_ZONE4B,13,2,0,2,2,3,1,1,13,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0
ZONE4C,2012_12,2012_12_ZONE4C,96,12,0,4,4,12,32,8,100,0,20,0,4,16,4,4,8,0,0,0,1,0,0,0
ZONE5A,2012_12,2012_12_ZONE5A,95,0,10,0,10,5,45,5,100,0,0,0,0,0,10,5,15,0,35,0,0,0,0,0
ZONE5B,2012_12,2012_12_ZONE5B,288,12,24,30,30,42,36,18,294,18,30,24,0,18,12,0,24,0,6,6,0,3,1,1
ZONE5C,2012_12,2012_12_ZONE5C,80,15,0,10,15,10,5,10,85,5,10,0,0,0,0,0,5,0,20,5,1,1,1,0
ZONE5D,2012_12,2012_12_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_12,2012_12_ZONE6A,40,16,0,2,4,4,6,0,42,0,10,0,0,2,0,0,2,0,0,2,0,0,0,0
ZONE6B,2012_12,2012_12_ZONE6B,54,12,3,3,6,12,0,3,54,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
ZONE6C,2012_12,2012_12_ZONE6C,272,56,8,8,48,24,72,8,272,8,16,0,16,8,0,0,32,0,32,0,1,0,0,0
ZONE7B,2012_12,2012_12_ZONE7B,100,12,4,8,18,22,8,10,102,10,30,0,0,0,0,0,4,0,10,0,1,6,1,1
ZONE7C,2012_12,2012_12_ZONE7C,36,9,3,3,0,12,0,6,36,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE7D,2012_12,2012_12_ZONE7D,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_13,2012_13_ZONE1A,371,28,7,35,77,77,42,21,371,28,49,0,0,7,0,35,49,0,7,28,3,0,0,0
ZONE1B,2012_13,2012_13_ZONE1B,189,9,0,27,54,27,36,18,189,0,9,0,0,27,0,9,36,0,27,0,0,0,0,0
ZONE1C,2012_13,2012_13_ZONE1C,420,30,30,10,40,110,80,50,450,20,80,0,10,10,30,0,30,0,60,0,0,0,0,0
ZONE1D,2012_13,2012_13_ZONE1D,351,72,18,27,63,72,9,18,360,18,117,0,9,0,0,18,9,0,9,0,0,0,0,0
ZONE2A,2012_13,2012_13_ZONE2A,92,16,4,0,8,16,8,24,92,8,16,0,0,0,0,8,16,0,0,0,1,2,1,1
ZONE2B,2012_13,2012_13_ZONE2B,4,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2012_13,2012_13_ZONE2D,3,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZONE3B,2012_13,2012_13_ZONE3B,4,0,0,0,2,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3C,2012_13,2012_13_ZONE3C,138,36,0,0,24,18,36,18,138,0,6,0,0,0,0,0,12,0,60,0,0,1,1,0
ZONE3D,2012_13,2012_13_ZONE3D,98,21,0,7,0,21,21,7,98,0,7,0,0,0,0,0,21,0,0,0,1,0,0,0
ZONE3E,2012_13,2012_13_ZONE3E,540,36,12,42,96,90,78,30,558,12,84,12,0,18,6,0,60,0,138,0,2,1,1,0
ZONE4B,2012_13,2012_13_ZONE4B,13,1,0,1,1,5,1,2,13,1,4,0,0,0,0,2,0,0,0,0,0,1,1,0
ZONE4C,2012_13,2012_13_ZONE4C,80,20,0,0,12,20,8,0,84,0,24,0,0,8,0,0,12,0,4,0,0,1,1,0
ZONE5A,2012_13,2012_13_ZONE5A,80,5,5,0,5,40,15,0,80,5,10,0,0,5,0,0,5,0,25,0,0,0,0,0
ZONE5B,2012_13,2012_13_ZONE5B,258,18,36,12,54,48,54,0,258,0,54,12,0,12,12,0,30,0,6,6,3,0,0,0
ZONE5C,2012_13,2012_13_ZONE5C,60,0,0,0,10,10,5,10,60,5,15,5,0,0,5,0,0,0,15,0,0,1,1,0
ZONE5D,2012_13,2012_13_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_13,2012_13_ZONE6A,34,16,0,4,8,0,0,0,36,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0
ZONE6B,2012_13,2012_13_ZONE6B,51,12,0,9,9,12,3,0,51,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0
ZONE6C,2012_13,2012_13_ZONE6C,320,48,8,24,64,48,24,8,320,8,80,0,8,0,0,0,48,0,32,0,2,1,1,0
ZONE7B,2012_13,2012_13_ZONE7B,68,8,4,2,4,10,4,6,70,2,10,0,0,2,2,2,4,0,4,2,2,1,1,0
ZONE7C,2012_13,2012_13_ZONE7C,30,12,3,0,3,0,9,3,30,3,6,0,0,0,0,0,3,0,0,0,0,1,1,0
ZONE7D,2012_13,2012_13_ZONE7D,15,6,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_14,2012_14_ZONE1A,399,28,49,21,49,42,56,63,413,28,49,7,14,0,7,0,77,0,28,0,0,3,1,1
ZONE1B,2012_14,2012_14_ZONE1B,216,36,27,9,18,27,27,9,225,9,27,9,0,0,9,0,9,0,36,0,1,0,0,0
ZONE1C,2012_14,2012_14_ZONE1C,550,60,20,30,80,130,40,90,570,10,60,0,10,10,20,10,60,0,60,0,0,0,0,0
ZONE1D,2012_14,2012_14_ZONE1D,504,18,36,18,90,117,36,54,522,45,108,0,27,27,18,0,54,0,27,0,0,0,0,0
ZONE2A,2012_14,2012_14_ZONE2A,96,36,4,0,12,8,28,0,96,4,16,0,0,0,0,0,8,0,8,0,0,1,1,0
ZONE2B,2012_14,2012_14_ZONE2B,4,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE2D,2012_14,2012_14_ZONE2D,4,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2012_14,2012_14_ZONE3B,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2012_14,2012_14_ZONE3C,132,48,0,6,6,18,24,6,132,12,0,6,0,0,0,0,0,0,30,0,0,0,0,0
ZONE3D,2012_14,2012_14_ZONE3D,35,0,0,0,0,7,21,0,35,7,14,0,0,0,0,0,14,0,0,0,0,1,1,0
ZONE3E,2012_14,2012_14_ZONE3E,408,30,54,24,36,54,54,48,414,12,18,6,0,0,6,0,54,0,84,18,2,2,1,1
ZONE4B,2012_14,2012_14_ZONE4B,13,4,1,0,3,2,2,0,13,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0
ZONE4C,2012_14,2012_14_ZONE4C,64,20,0,0,4,8,24,0,64,0,0,0,4,0,0,0,12,0,12,0,0,0,0,0
ZONE5A,2012_14,2012_14_ZONE5A,80,5,5,0,5,15,0,5,85,0,10,0,0,0,0,0,5,0,5,0,2,0,0,0
ZONE5B,2012_14,2012_14_ZONE5B,228,36,12,18,36,24,12,24,228,18,24,0,12,6,0,0,18,0,6,0,1,3,1,1
ZONE5C,2012_14,2012_14_ZONE5C,50,15,0,0,10,0,15,5,50,0,10,0,0,0,5,0,5,0,10,0,0,0,0,0
ZONE5D,2012_14,2012_14_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_14,2012_14_ZONE6A,42,10,0,0,8,2,8,0,42,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0
ZONE6B,2012_14,2012_14_ZONE6B,30,3,6,0,9,3,9,0,30,0,9,0,0,3,0,3,0,0,6,0,1,0,0,0
ZONE6C,2012_14,2012_14_ZONE6C,344,56,8,8,64,40,72,24,352,16,72,8,16,0,0,0,40,0,24,0,0,2,1,1
ZONE7B,2012_14,2012_14_ZONE7B,76,8,0,4,14,16,8,8,78,6,22,0,0,0,0,0,6,0,10,0,3,2,1,1
ZONE7C,2012_14,2012_14_ZONE7C,18,6,0,0,3,3,0,0,21,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
ZONE7D,2012_14,2012_14_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2012_15,2012_15_ZONE1A,294,21,14,0,14,77,63,14,294,21,28,0,0,14,7,7,63,0,28,0,2,0,0,0
ZONE1B,2012_15,2012_15_ZONE1B,207,36,9,9,27,45,27,18,207,9,9,0,9,9,0,0,0,0,54,9,0,1,1,0
ZONE1C,2012_15,2012_15_ZONE1C,420,40,10,10,40,90,100,80,430,30,60,10,10,0,20,10,20,0,50,0,0,0,0,0
ZONE1D,2012_15,2012_15_ZONE1D,261,45,36,0,18,81,27,0,270,9,90,0,0,9,0,0,27,0,9,0,0,0,0,0
ZONE2A,2012_15,2012_15_ZONE2A,64,32,0,0,8,4,8,0,64,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0
ZONE2B,2012_15,2012_15_ZONE2B,3,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZONE2D,2012_15,2012_15_ZONE2D,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2012_15,2012_15_ZONE3B,6,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE3C,2012_15,2012_15_ZONE3C,114,12,0,0,18,30,30,18,114,24,36,0,0,0,6,0,6,0,6,0,0,0,0,0
ZONE3D,2012_15,2012_15_ZONE3D,63,7,7,0,7,0,7,0,70,0,14,0,0,0,0,0,7,0,0,7,0,0,0,0
ZONE3E,2012_15,2012_15_ZONE3E,552,36,36,24,108,78,66,36,558,18,66,12,0,0,0,6,18,0,138,12,5,2,1,1
ZONE4B,2012_15,2012_15_ZONE4B,20,4,0,0,3,2,4,1,21,0,2,0,2,0,0,0,1,0,3,0,1,0,0,0
ZONE4C,2012_15,2012_15_ZONE4C,56,0,12,0,4,12,4,4,56,0,12,0,0,4,0,0,20,0,0,0,0,0,0,0
ZONE5A,2012_15,2012_15_ZONE5A,60,0,5,0,10,15,5,10,60,5,5,0,5,0,0,0,0,0,25,0,1,2,1,1
ZONE5B,2012_15,2012_15_ZONE5B,186,18,12,0,24,42,18,12,186,6,48,6,0,0,0,0,0,0,36,0,3,1,1,0
ZONE5C,2012_15,2012_15_ZONE5C,55,5,0,0,5,20,10,5,55,0,15,0,0,5,5,0,5,0,10,0,0,0,0,0
ZONE5D,2012_15,2012_15_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_15,2012_15_ZONE6A,34,14,0,2,8,4,2,0,34,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0
ZONE6B,2012_15,2012_15_ZONE6B,60,18,0,3,9,3,9,12,60,0,12,0,0,3,3,0,6,0,0,0,1,1,1,0
ZONE6C,2012_15,2012_15_ZONE6C,312,48,16,0,40,48,48,32,328,0,24,0,24,8,0,24,48,0,16,16,1,0,0,0
ZONE7B,2012_15,2012_15_ZONE7B,64,14,0,0,18,2,6,4,66,4,10,0,2,0,0,0,2,0,14,0,0,3,1,1
ZONE7C,2012_15,2012_15_ZONE7C,30,0,0,6,6,3,3,9,33,9,3,6,0,0,0,0,0,0,0,0,0,3,1,1
ZONE7D,2012_15,2012_15_ZONE7D,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ZONE1A,2012_16,2012_16_ZONE1A,287,14,56,0,28,56,42,28,301,28,105,0,7,7,0,0,35,0,0,0,1,2,1,1
ZONE1B,2012_16,2012_16_ZONE1B,189,9,0,0,81,36,36,0,189,0,45,9,0,0,0,0,18,0,45,0,1,0,0,0
ZONE1C,2012_16,2012_16_ZONE1C,660,40,60,30,80,140,90,100,690,0,200,0,0,10,10,0,30,0,70,0,0,0,0,0
ZONE1D,2012_16,2012_16_ZONE1D,297,36,27,36,18,45,72,9,306,0,63,0,18,0,0,9,36,0,18,0,0,0,0,0
ZONE2A,2012_16,2012_16_ZONE2A,76,20,0,8,8,4,8,4,80,0,16,0,4,0,0,4,8,0,0,4,1,0,0,0
ZONE2B,2012_16,2012_16_ZONE2B,7,1,0,1,1,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2012_16,2012_16_ZONE2D,3,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2012_16,2012_16_ZONE3B,12,6,0,0,0,4,0,2,12,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ZONE3C,2012_16,2012_16_ZONE3C,108,36,0,6,18,6,6,0,126,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0
ZONE3D,2012_16,2012_16_ZONE3D,63,0,7,7,0,14,14,0,63,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3E,2012_16,2012_16_ZONE3E,552,42,24,24,168,66,48,90,558,90,36,18,0,36,0,6,48,0,108,12,0,5,1,1
ZONE4B,2012_16,2012_16_ZONE4B,7,1,0,0,1,1,1,1,7,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0
ZONE4C,2012_16,2012_16_ZONE4C,84,12,4,0,24,12,16,12,88,4,40,0,0,0,0,0,8,0,0,0,0,0,0,0
ZONE5A,2012_16,2012_16_ZONE5A,135,5,5,5,35,35,20,25,135,10,15,0,0,0,0,0,25,0,30,0,2,1,1,0
ZONE5B,2012_16,2012_16_ZONE5B,258,30,18,42,42,42,12,36,264,30,42,24,0,0,0,0,30,0,48,6,1,3,1,1
ZONE5C,2012_16,2012_16_ZONE5C,20,5,0,5,5,0,5,0,20,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0
ZONE5D,2012_16,2012_16_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2012_16,2012_16_ZONE6A,36,14,0,0,4,6,4,0,38,0,12,0,0,0,0,0,4,0,0,2,0,1,1,0
ZONE6B,2012_16,2012_16_ZONE6B,33,9,0,0,3,15,3,0,33,0,9,0,0,0,0,3,0,0,3,0,0,1,1,0
ZONE6C,2012_16,2012_16_ZONE6C,328,40,24,8,48,24,64,32,328,16,48,0,0,0,8,8,24,0,24,16,2,1,1,0
ZONE7B,2012_16,2012_16_ZONE7B,68,8,4,0,12,8,16,10,68,6,8,0,2,0,6,2,10,0,0,2,2,0,0,0
